,date,Origin,ArrDelay
35,2003-08-31,ATL,7.724259266664001
36,2003-08-31,DFW,3.56790513121111
37,2003-08-31,LAX,-1.366516419832582
38,2003-08-31,ORD,2.2757166257166257
39,2003-08-31,STL,-2.725463652362258
40,2003-09-30,ATL,1.4089735709895512
41,2003-09-30,DFW,-3.196500046541934
42,2003-09-30,LAX,-3.9075069761110734
43,2003-09-30,ORD,-1.8103491796381994
44,2003-09-30,STL,-4.836576444769569
45,2003-10-31,ATL,1.5029232973245055
46,2003-10-31,DFW,-3.42594623042849
47,2003-10-31,LAX,-1.197632976934974
48,2003-10-31,ORD,-3.15174189395768
49,2003-10-31,STL,-4.724713674623982
50,2003-11-30,ATL,1.5949377524940227
51,2003-11-30,DFW,-0.5308331461935774
52,2003-11-30,LAX,-3.1455223880597014
53,2003-11-30,ORD,10.793652753766363
54,2003-11-30,STL,-2.639879319802523
55,2003-12-31,ATL,4.787702368609937
56,2003-12-31,DFW,0.8303777949113339
57,2003-12-31,LAX,0.02428115015974441
58,2003-12-31,ORD,9.521172258114735
59,2003-12-31,STL,-1.7777777777777777
0,2004-01-31,ATL,3.633906003882926
1,2004-01-31,DFW,-0.3876469331053644
2,2004-01-31,LAX,-0.11950997002476216
3,2004-01-31,ORD,14.410772736689456
4,2004-01-31,STL,-2.0150142376391407
5,2004-02-29,ATL,8.388765910348644
6,2004-02-29,DFW,0.5430341978425522
7,2004-02-29,LAX,0.28031795160382666
8,2004-02-29,ORD,5.56576665840971
9,2004-02-29,STL,-4.108929039015449
10,2004-03-31,ATL,0.8883772007510008
11,2004-03-31,DFW,-2.8729307630111918
12,2004-03-31,LAX,0.7518563178269976
13,2004-03-31,ORD,9.779778769648749
14,2004-03-31,STL,-5.455154269313561
15,2004-04-30,ATL,0.776408323062423
16,2004-04-30,DFW,-3.344156971696475
17,2004-04-30,LAX,0.46812943551012437
18,2004-04-30,ORD,0.651883495145631
19,2004-04-30,STL,-6.55880905511811
20,2004-05-31,ATL,5.189461112518548
21,2004-05-31,DFW,-1.597730192719486
22,2004-05-31,LAX,-0.6853183083997151
23,2004-05-31,ORD,16.240541197439846
24,2004-05-31,STL,-2.2365276761765425
25,2004-06-30,ATL,12.04706267744049
26,2004-06-30,DFW,10.81199105145414
27,2004-06-30,LAX,1.646685243989372
28,2004-06-30,ORD,7.95107648144351
29,2004-06-30,STL,-1.1240601503759398
30,2004-07-31,ATL,7.115445915044003
31,2004-07-31,DFW,2.635300211507748
32,2004-07-31,LAX,1.0450461614722102
33,2004-07-31,ORD,6.542615224858215
34,2004-07-31,STL,-1.5964781746031746
35,2004-08-31,ATL,3.0913013462202277
36,2004-08-31,DFW,1.6054441865372442
37,2004-08-31,LAX,0.3824298837987467
38,2004-08-31,ORD,2.8239458656027536
39,2004-08-31,STL,-2.1064090019569472
40,2004-09-30,ATL,-0.049502720960780636
41,2004-09-30,DFW,-3.2518764888309586
42,2004-09-30,LAX,-2.740798240507148
43,2004-09-30,ORD,-4.501093008867808
44,2004-09-30,STL,-6.679306880964339
45,2004-10-31,ATL,4.272323943661972
46,2004-10-31,DFW,1.3814275402318372
47,2004-10-31,LAX,-1.3398759022413576
48,2004-10-31,ORD,0.20067749571463553
49,2004-10-31,STL,-2.8962859145059565
50,2004-11-30,ATL,5.328197451531636
51,2004-11-30,DFW,1.4966636197440586
52,2004-11-30,LAX,-1.1580251744603143
53,2004-11-30,ORD,-0.20840918172534742
54,2004-11-30,STL,-3.505969436485196
55,2004-12-31,ATL,5.72105207263974
56,2004-12-31,DFW,2.403898237357368
57,2004-12-31,LAX,3.8078488741890344
58,2004-12-31,ORD,7.048090025935206
59,2004-12-31,STL,0.27018779342723004
0,2005-01-31,ATL,3.450827396434091
1,2005-01-31,DFW,1.8494847266509542
2,2005-01-31,LAX,3.405975859112196
3,2005-01-31,ORD,12.029921408957485
4,2005-01-31,STL,0.47659176029962547
5,2005-02-28,ATL,4.983562676720076
6,2005-02-28,DFW,-1.1669206026747927
7,2005-02-28,LAX,0.5578864466241856
8,2005-02-28,ORD,0.8664340892100673
9,2005-02-28,STL,-2.0063960639606395
10,2005-03-31,ATL,4.430026631158455
11,2005-03-31,DFW,-0.3657354758961681
12,2005-03-31,LAX,0.823054237722785
13,2005-03-31,ORD,2.006517205422315
14,2005-03-31,STL,-1.8670177748518761
15,2005-04-30,ATL,1.763182801514332
16,2005-04-30,DFW,-0.9960992198439688
17,2005-04-30,LAX,-3.1776084796290163
18,2005-04-30,ORD,-3.055664284738974
19,2005-04-30,STL,-4.329186823312601
20,2005-05-31,ATL,0.22388251964446734
21,2005-05-31,DFW,-0.999140154772141
22,2005-05-31,LAX,-1.435572825269491
23,2005-05-31,ORD,-0.6904392535791853
24,2005-05-31,STL,-4.380808299113896
25,2005-06-30,ATL,7.499002401000981
26,2005-06-30,DFW,3.515320988814738
27,2005-06-30,LAX,0.8260702384004102
28,2005-06-30,ORD,10.73538025075501
29,2005-06-30,STL,2.2702881020453045
30,2005-07-31,ATL,15.76335222393955
31,2005-07-31,DFW,11.03057052592455
32,2005-07-31,LAX,2.899420452421013
33,2005-07-31,ORD,8.867362947689273
34,2005-07-31,STL,2.08619939050936
35,2005-08-31,ATL,11.675669224211424
36,2005-08-31,DFW,7.066886718929079
37,2005-08-31,LAX,1.3728571428571428
38,2005-08-31,ORD,1.5434964911506377
39,2005-08-31,STL,0.1365392872477458
40,2005-09-30,ATL,0.1185614142029869
41,2005-09-30,DFW,1.174292906856212
42,2005-09-30,LAX,-2.107177845993077
43,2005-09-30,ORD,0.44161642196345563
44,2005-09-30,STL,-2.606060606060606
45,2005-10-31,ATL,2.9227904311703194
46,2005-10-31,DFW,0.2827080977432519
47,2005-10-31,LAX,0.29539889160974353
48,2005-10-31,ORD,-2.133144232422211
