,date,UniqueCarrier,ArrDelay
28,1997-06-30,US,8.132923536703402
29,1997-06-30,WN,7.007902772875842
30,1997-07-31,AA,5.895170113169647
31,1997-07-31,DL,11.500271219713799
32,1997-07-31,UA,11.74852380952381
33,1997-07-31,US,7.605481049562682
34,1997-07-31,WN,4.813579822897845
35,1997-08-31,AA,1.3110941059225512
36,1997-08-31,DL,8.68435314459728
37,1997-08-31,UA,11.211294647815807
38,1997-08-31,US,6.50787082250509
39,1997-08-31,WN,6.848778533052331
40,1997-09-30,AA,-1.441372951205284
41,1997-09-30,DL,4.282000561354736
42,1997-09-30,UA,4.843476829368672
43,1997-09-30,US,2.115779826215697
44,1997-09-30,WN,2.5389831020371183
45,1997-10-31,AA,3.488597034500346
46,1997-10-31,DL,5.891186957420421
47,1997-10-31,UA,7.926345333311702
48,1997-10-31,US,1.759012992313448
49,1997-10-31,WN,6.151377018043685
50,1997-11-30,AA,1.4792203298604436
51,1997-11-30,DL,9.465747679987013
52,1997-11-30,UA,7.0336444390573325
53,1997-11-30,US,5.921156922629436
54,1997-11-30,WN,6.102371412089369
55,1997-12-31,AA,7.157632835105697
56,1997-12-31,DL,9.158425028096495
57,1997-12-31,UA,9.809326424870466
58,1997-12-31,US,6.930882688226731
59,1997-12-31,WN,10.5785869054654
0,1998-01-31,AA,4.228757806564
1,1998-01-31,DL,7.868456832087015
2,1998-01-31,UA,14.0377339248381
3,1998-01-31,US,3.717887454532487
4,1998-01-31,WN,7.432679342474055
5,1998-02-28,AA,1.3674992353960649
6,1998-02-28,DL,8.665831013423896
7,1998-02-28,UA,11.975794029193867
8,1998-02-28,US,3.7842116385852336
9,1998-02-28,WN,10.354759083728277
10,1998-03-31,AA,4.611142915181622
11,1998-03-31,DL,8.531688274756666
12,1998-03-31,UA,9.731658373439922
13,1998-03-31,US,3.3181051689724
14,1998-03-31,WN,9.594781966001479
15,1998-04-30,AA,0.6581295127206744
16,1998-04-30,DL,8.072668360693207
17,1998-04-30,UA,7.351078870299929
18,1998-04-30,US,5.349684269940382
19,1998-04-30,WN,5.87090389932166
20,1998-05-31,AA,2.7682869894862647
21,1998-05-31,DL,6.634472414242859
22,1998-05-31,UA,15.10756765786836
23,1998-05-31,US,6.112490984889796
24,1998-05-31,WN,6.172875064954346
25,1998-06-30,AA,9.174202533577533
26,1998-06-30,DL,9.79681480977336
27,1998-06-30,UA,17.488878929721476
28,1998-06-30,US,16.72540631455785
29,1998-06-30,WN,8.44776765070036
30,1998-07-31,AA,4.3064240419079125
31,1998-07-31,DL,5.402879777185123
32,1998-07-31,UA,11.708856367879896
33,1998-07-31,US,5.371130111011515
34,1998-07-31,WN,5.791817748436213
35,1998-08-31,AA,8.204289623005307
36,1998-08-31,DL,4.0340105833932185
37,1998-08-31,UA,11.623083760897027
38,1998-08-31,US,6.955257153804622
39,1998-08-31,WN,6.433734594849921
40,1998-09-30,AA,2.9179642198520885
41,1998-09-30,DL,1.0266320677410543
42,1998-09-30,UA,7.50627491510409
43,1998-09-30,US,1.0922077922077922
44,1998-09-30,WN,4.034911375364595
45,1998-10-31,AA,8.272542197216465
46,1998-10-31,DL,1.3683133586670564
47,1998-10-31,UA,9.361490329920365
48,1998-10-31,US,3.0031519517855285
49,1998-10-31,WN,7.17595904239977
50,1998-11-30,AA,1.3952087819938632
51,1998-11-30,DL,1.6224676954477129
52,1998-11-30,UA,6.363149055995658
53,1998-11-30,US,1.2835546840181835
54,1998-11-30,WN,5.199736591125846
55,1998-12-31,AA,4.5038589786819525
56,1998-12-31,DL,6.10091961312827
57,1998-12-31,UA,9.843896848137536
58,1998-12-31,US,17.643717396632006
59,1998-12-31,WN,11.375190459446788
0,1999-01-31,AA,13.031742989131477
1,1999-01-31,DL,9.337919744568012
2,1999-01-31,UA,13.52549182599058
3,1999-01-31,US,19.37302588235294
4,1999-01-31,WN,9.128023032629558
5,1999-02-28,AA,4.079935187685661
6,1999-02-28,DL,3.836891285076948
7,1999-02-28,UA,6.675781041388518
8,1999-02-28,US,7.837507190795781
9,1999-02-28,WN,5.236587177420629
10,1999-03-31,AA,9.86423287998091
11,1999-03-31,DL,5.846504499028844
12,1999-03-31,UA,6.719503450034261
13,1999-03-31,US,8.955769629169255
14,1999-03-31,WN,6.714811991869919
15,1999-04-30,AA,12.905907012195122
16,1999-04-30,DL,6.1501814208829595
17,1999-04-30,UA,12.550877830445769
18,1999-04-30,US,9.351718583110085
19,1999-04-30,WN,9.181762935524945
20,1999-05-31,AA,16.488343101683878
21,1999-05-31,DL,7.085130669073438
22,1999-05-31,UA,10.552703970487684
23,1999-05-31,US,7.802558215808462
24,1999-05-31,WN,8.364815923803006
25,1999-06-30,AA,18.764805984104722
26,1999-06-30,DL,11.985370795623396
27,1999-06-30,UA,15.47339706450367
28,1999-06-30,US,13.523939543404735
29,1999-06-30,WN,11.002578678178114
30,1999-07-31,AA,13.649919369288657
31,1999-07-31,DL,10.94379505937235
32,1999-07-31,UA,14.682428884702103
33,1999-07-31,US,19.2052296237964
34,1999-07-31,WN,9.281726522789768
35,1999-08-31,AA,6.045332308874376
36,1999-08-31,DL,7.383552294830234
37,1999-08-31,UA,13.31076648679696
38,1999-08-31,US,12.362741161065037
39,1999-08-31,WN,5.854118286141102
40,1999-09-30,AA,5.216225023582883
41,1999-09-30,DL,3.3682385288144023
42,1999-09-30,UA,7.713948256467941
43,1999-09-30,US,8.701506381715642
44,1999-09-30,WN,3.8471259970813674
45,1999-10-31,AA,3.372935727262312
46,1999-10-31,DL,6.396936116448632
47,1999-10-31,UA,6.088959239006953
48,1999-10-31,US,7.8585834857459265
49,1999-10-31,WN,5.139696828741073
50,1999-11-30,AA,0.8242670704939511
51,1999-11-30,DL,3.220850180308163
52,1999-11-30,UA,5.050094970682963
53,1999-11-30,US,5.720129925634669
54,1999-11-30,WN,7.538423316628572
55,1999-12-31,AA,4.49616019401125
56,1999-12-31,DL,4.249966907579488
57,1999-12-31,UA,6.052968944883879
58,1999-12-31,US,5.6271630921360325
59,1999-12-31,WN,8.328817063880727
0,2000-01-31,AA,4.677485627470952
1,2000-01-31,DL,7.663698790372521
2,2000-01-31,UA,9.888036634230108
3,2000-01-31,US,11.277723418134377
4,2000-01-31,WN,7.6999312998076395
5,2000-02-29,AA,6.890737377406466
6,2000-02-29,DL,6.088324223746947
7,2000-02-29,UA,12.446873506724009
8,2000-02-29,US,7.326516371443907
9,2000-02-29,WN,10.717945778643893
10,2000-03-31,AA,8.865636874277218
11,2000-03-31,DL,5.781983109164842
12,2000-03-31,UA,10.452583890040698
13,2000-03-31,US,4.417177116675061
14,2000-03-31,WN,11.011385375704114
15,2000-04-30,AA,8.67140417751867
16,2000-04-30,DL,6.12679039330953
17,2000-04-30,UA,16.18431574045826
18,2000-04-30,US,10.406915305578025
19,2000-04-30,WN,9.107865106751536
20,2000-05-31,AA,9.894358248681794
21,2000-05-31,DL,5.314604633711659
22,2000-05-31,UA,22.71287208757094
23,2000-05-31,US,8.004042814063691
24,2000-05-31,WN,9.426437885706015
25,2000-06-30,AA,17.29210049210049
26,2000-06-30,DL,11.378189039357917
27,2000-06-30,UA,29.522295914189797
28,2000-06-30,US,18.01561754677314
29,2000-06-30,WN,13.793925107758621
30,2000-07-31,AA,11.067437410818524
31,2000-07-31,DL,9.555535939812867
32,2000-07-31,UA,35.17680565048986
33,2000-07-31,US,12.683678764879504
34,2000-07-31,WN,8.709653978781594
35,2000-08-31,AA,10.254568581043005
36,2000-08-31,DL,8.01855314634308
37,2000-08-31,UA,32.23672710670493
38,2000-08-31,US,14.272506630233867
39,2000-08-31,WN,9.543400410363592
40,2000-09-30,AA,6.052675287697236
41,2000-09-30,DL,5.905894519131334
42,2000-09-30,UA,11.171212222743415
43,2000-09-30,US,7.708162596295689
44,2000-09-30,WN,6.22036725651907
45,2000-10-31,AA,6.894691362050413
46,2000-10-31,DL,3.539845521168345
47,2000-10-31,UA,12.191428299613117
48,2000-10-31,US,5.537994971715902
49,2000-10-31,WN,13.881381362289725
50,2000-11-30,AA,9.469420429074608
51,2000-11-30,DL,11.927894957396285
52,2000-11-30,UA,12.038607759743078
53,2000-11-30,US,8.296730423410168
54,2000-11-30,WN,9.507453572803419
55,2000-12-31,AA,16.72565283646187
56,2000-12-31,DL,19.179250310890033
57,2000-12-31,UA,17.479758633881683
58,2000-12-31,US,11.0393993776446
59,2000-12-31,WN,15.807421275710533
0,2001-01-31,AA,3.6294607228366207
1,2001-01-31,DL,7.616183285889131
2,2001-01-31,UA,5.8312291249165
3,2001-01-31,US,2.997327632282202
4,2001-01-31,WN,8.189102523639393
5,2001-02-28,AA,10.06228071770074
6,2001-02-28,DL,8.291419594313615
7,2001-02-28,UA,10.47599867578901
8,2001-02-28,US,3.445119628507682
9,2001-02-28,WN,9.236667687766298
10,2001-03-31,AA,7.516862694132172
11,2001-03-31,DL,8.535352412192308
12,2001-03-31,UA,7.780464752468794
13,2001-03-31,US,5.763027786017997
14,2001-03-31,WN,6.74537187398506
15,2001-04-30,AA,4.665982826795493
16,2001-04-30,DL,3.70177175096506
17,2001-04-30,UA,12.28032836728489
18,2001-04-30,US,1.5838076643060428
19,2001-04-30,WN,4.656355986229759
20,2001-05-31,AA,2.9854173677547555
21,2001-05-31,DL,1.990449126698087
22,2001-05-31,UA,6.296825041565418
23,2001-05-31,US,1.2188005963354227
24,2001-05-31,WN,3.0224692643267894
25,2001-06-30,AA,8.714785463227004
26,2001-06-30,DL,11.230100112518393
27,2001-06-30,UA,10.688424787980402
28,2001-06-30,US,8.690206915374512
29,2001-06-30,WN,5.982962208932435
30,2001-07-31,AA,5.981102014417996
31,2001-07-31,DL,6.213769472997905
32,2001-07-31,UA,12.291658853678355
33,2001-07-31,US,5.806236376645202
34,2001-07-31,WN,4.6186058387947915
35,2001-08-31,AA,7.952582516883858
36,2001-08-31,DL,7.586207848115238
37,2001-08-31,UA,13.439771740478848
38,2001-08-31,US,9.592255200742017
39,2001-08-31,WN,6.037173556904693
40,2001-09-30,AA,10.041761403183147
41,2001-09-30,DL,0.8665061723925714
42,2001-09-30,UA,3.501482785783791
43,2001-09-30,US,0.29821496937212866
44,2001-09-30,WN,0.1063140228022455
45,2001-10-31,AA,3.402234198922097
46,2001-10-31,DL,-3.7352249041887986
47,2001-10-31,UA,5.3921302578019
48,2001-10-31,US,-0.9237440332718938
49,2001-10-31,WN,2.3083355584144476
50,2001-11-30,AA,1.8029087363652982
51,2001-11-30,DL,0.8748199711953912
52,2001-11-30,UA,5.129894517213399
53,2001-11-30,US,-1.7936241249326872
54,2001-11-30,WN,1.802048184861813
55,2001-12-31,AA,2.6915000192655953
56,2001-12-31,DL,3.690980674039828
57,2001-12-31,UA,6.652018119126496
58,2001-12-31,US,1.7782359384060304
59,2001-12-31,WN,5.345875143018714
0,2002-01-31,AA,1.4224756405629737
1,2002-01-31,DL,9.576777485187623
2,2002-01-31,UA,4.362450557752989
3,2002-01-31,US,2.2881787208349507
4,2002-01-31,WN,2.188371358149529
5,2002-02-28,AA,-0.7515564637144407
6,2002-02-28,DL,4.238102911161242
7,2002-02-28,UA,0.6643455372098588
8,2002-02-28,US,0.4474432491351121
9,2002-02-28,WN,0.7143906020558003
10,2002-03-31,AA,3.890000563666084
11,2002-03-31,DL,7.531738039290909
12,2002-03-31,UA,4.402611066973009
13,2002-03-31,US,4.422812384733884
14,2002-03-31,WN,5.199313406184374
15,2002-04-30,AA,1.3057896665445219
16,2002-04-30,DL,6.95777455599855
17,2002-04-30,UA,2.5231584525702173
18,2002-04-30,US,4.491177347926849
19,2002-04-30,WN,2.61487855549001
20,2002-05-31,AA,-0.012241067421079117
21,2002-05-31,DL,6.956081135771291
22,2002-05-31,UA,0.6556889278363122
23,2002-05-31,US,4.0499562770465705
24,2002-05-31,WN,4.00053699656572
25,2002-06-30,AA,5.269814124309625
26,2002-06-30,DL,8.129986369085744
27,2002-06-30,UA,8.439165861068913
28,2002-06-30,US,3.9488683200263783
29,2002-06-30,WN,6.6976429082728295
30,2002-07-31,AA,4.040421839187059
31,2002-07-31,DL,7.785309100258722
32,2002-07-31,UA,2.8688960455362493
33,2002-07-31,US,1.6920559357334126
34,2002-07-31,WN,6.841759196079647
35,2002-08-31,AA,1.4929573664328117
36,2002-08-31,DL,3.0392290825892148
37,2002-08-31,UA,4.650831309892309
38,2002-08-31,US,-0.22903116147308783
39,2002-08-31,WN,4.4082125307878
40,2002-09-30,AA,-4.166785625846674
41,2002-09-30,DL,0.42796065942959693
42,2002-09-30,UA,-2.796000161936764
43,2002-09-30,US,-4.7527398103681815
44,2002-09-30,WN,0.00842000357754325
45,2002-10-31,AA,-1.6859011240369908
46,2002-10-31,DL,3.42618929222609
47,2002-10-31,UA,-0.9722497715030239
48,2002-10-31,US,-2.451417469771722
49,2002-10-31,WN,4.301757477847946
50,2002-11-30,AA,-1.6586624058434147
51,2002-11-30,DL,3.031580795225138
52,2002-11-30,UA,-0.9306749668066953
53,2002-11-30,US,-2.957299527661654
54,2002-11-30,WN,1.9075158073137344
55,2002-12-31,AA,4.452351209065762
56,2002-12-31,DL,6.8259152098962215
57,2002-12-31,UA,4.9105506497834055
58,2002-12-31,US,5.716827798795012
59,2002-12-31,WN,7.340360267107639
0,2003-01-31,AA,-1.7389585107677332
1,2003-01-31,DL,0.5961176570314487
2,2003-01-31,UA,-1.0406547214673914
3,2003-01-31,US,1.9657046423157232
4,2003-01-31,WN,0.9824094678087045
5,2003-02-28,AA,2.6314517551596404
6,2003-02-28,DL,5.211223847726915
7,2003-02-28,UA,0.6762339377927225
8,2003-02-28,US,7.8714238410596025
9,2003-02-28,WN,5.340074655969692
10,2003-03-31,AA,-2.0331744783232315
11,2003-03-31,DL,1.8281763060511822
12,2003-03-31,UA,0.24932108018857677
13,2003-03-31,US,1.350634080792811
14,2003-03-31,WN,1.6814872076205676
15,2003-04-30,AA,-1.0186294186197073
16,2003-04-30,DL,-1.6637300661221315
17,2003-04-30,UA,0.3291151128119644
18,2003-04-30,US,1.2951925948044192
19,2003-04-30,WN,-0.9543417937425218
20,2003-05-31,AA,0.9830247161417766
21,2003-05-31,DL,3.290479607470473
22,2003-05-31,UA,1.605929657531081
23,2003-05-31,US,3.8327211639759686
24,2003-05-31,WN,-0.438195070634205
25,2003-06-30,AA,5.154033317653165
26,2003-06-30,DL,4.929269803141479
27,2003-06-30,UA,2.9892041118642547
28,2003-06-30,US,6.440341659573219
29,2003-06-30,WN,2.9582734544899596
30,2003-07-31,AA,9.349605346814087
31,2003-07-31,DL,8.058953641415618
32,2003-07-31,UA,7.366701277786018
33,2003-07-31,US,9.458697622737507
34,2003-07-31,WN,4.759194016935534
35,2003-08-31,AA,10.616038002957184
36,2003-08-31,DL,8.490085701398286
37,2003-08-31,UA,6.30938350440354
38,2003-08-31,US,11.244566339319945
39,2003-08-31,WN,2.9117508434213137
40,2003-09-30,AA,0.8305130091632666
41,2003-09-30,DL,1.225729567420475
42,2003-09-30,UA,-0.7842096800128638
43,2003-09-30,US,2.102421148244433
44,2003-09-30,WN,-0.47251627367804233
45,2003-10-31,AA,-0.8339836595582029
46,2003-10-31,DL,2.0494779603036024
47,2003-10-31,UA,0.7687098682912932
48,2003-10-31,US,-0.00339998847461534
49,2003-10-31,WN,2.285985312117503
50,2003-11-30,AA,6.5576754425214325
51,2003-11-30,DL,2.9528953229398662
52,2003-11-30,UA,9.24279588731615
53,2003-11-30,US,0.4264883833494676
54,2003-11-30,WN,2.1963245592219796
55,2003-12-31,AA,8.606275080851352
56,2003-12-31,DL,9.239713935725609
57,2003-12-31,UA,9.244839763978153
58,2003-12-31,US,5.124832733652502
59,2003-12-31,WN,3.739821675248022
0,2004-01-31,AA,12.77462742685261
1,2004-01-31,DL,6.567378829983038
2,2004-01-31,UA,12.433979974968711
3,2004-01-31,US,2.67320725679955
4,2004-01-31,WN,2.973808111280815
5,2004-02-29,AA,7.414551000269131
6,2004-02-29,DL,10.996714540505023
7,2004-02-29,UA,3.899730662004442
8,2004-02-29,US,0.28909487804106426
9,2004-02-29,WN,4.761758986756359
10,2004-03-31,AA,5.640883333333333
11,2004-03-31,DL,2.7481183026146594
12,2004-03-31,UA,5.873480267862948
13,2004-03-31,US,0.15544102488587838
14,2004-03-31,WN,3.0734792892231186
15,2004-04-30,AA,2.2519698585830783
16,2004-04-30,DL,3.4009085146841325
17,2004-04-30,UA,0.9138041911520124
18,2004-04-30,US,0.8860607154677017
19,2004-04-30,WN,5.336761699298857
20,2004-05-31,AA,7.884937747791612
21,2004-05-31,DL,9.414304502820752
22,2004-05-31,UA,12.76255677847659
23,2004-05-31,US,2.978400361500226
24,2004-05-31,WN,6.935947535163521
25,2004-06-30,AA,14.841661586693373
26,2004-06-30,DL,15.792514496573537
27,2004-06-30,UA,8.621714164185454
28,2004-06-30,US,7.702975702975703
29,2004-06-30,WN,10.196170649900367
30,2004-07-31,AA,11.546940593889754
31,2004-07-31,DL,11.051003113109651
32,2004-07-31,UA,9.396403185400924
33,2004-07-31,US,8.080503144654088
34,2004-07-31,WN,9.367520957509324
35,2004-08-31,AA,13.069489963129865
36,2004-08-31,DL,8.735737240402225
37,2004-08-31,UA,6.064436851885152
38,2004-08-31,US,8.065852756196819
39,2004-08-31,WN,8.574441438141712
40,2004-09-30,AA,-1.3167916243216813
41,2004-09-30,DL,6.101329507412721
42,2004-09-30,UA,-1.9643897125836354
43,2004-09-30,US,0.8201447279758591
44,2004-09-30,WN,1.9231365198375507
45,2004-10-31,AA,4.752884735424729
46,2004-10-31,DL,5.234135249600778
47,2004-10-31,UA,1.8060900188970967
48,2004-10-31,US,3.133984926362886
49,2004-10-31,WN,5.916541034580232
50,2004-11-30,AA,6.059267793138761
51,2004-11-30,DL,8.560839968943538
52,2004-11-30,UA,2.63951826425174
53,2004-11-30,US,5.226499626648967
54,2004-11-30,WN,5.680684318524562
55,2004-12-31,AA,11.680742742568215
56,2004-12-31,DL,10.01962457337884
57,2004-12-31,UA,8.67627165120424
58,2004-12-31,US,12.773389286595902
59,2004-12-31,WN,10.035238363363364
0,2005-01-31,AA,11.913669845981214
1,2005-01-31,DL,7.607855007062535
2,2005-01-31,UA,14.949128954496882
3,2005-01-31,US,11.081747392685463
4,2005-01-31,WN,8.487556669052733
5,2005-02-28,AA,3.9600731602910844
6,2005-02-28,DL,6.761994233094596
7,2005-02-28,UA,5.005615234375
8,2005-02-28,US,7.689970208540219
9,2005-02-28,WN,6.3095496053242535
10,2005-03-31,AA,6.697872928654122
11,2005-03-31,DL,10.107794333541452
12,2005-03-31,UA,6.431722428748451
13,2005-03-31,US,11.756833010051137
14,2005-03-31,WN,6.026676952126557
15,2005-04-30,AA,1.5598965398737497
16,2005-04-30,DL,4.406705462472969
17,2005-04-30,UA,-0.4037683655627756
18,2005-04-30,US,3.567170478225317
19,2005-04-30,WN,1.4101723892292348
20,2005-05-31,AA,3.4330027431947667
21,2005-05-31,DL,2.3386780779542176
22,2005-05-31,UA,5.776165803108809
23,2005-05-31,US,0.8298019407151402
24,2005-05-31,WN,1.8712575877087692
25,2005-06-30,AA,12.247957559681698
26,2005-06-30,DL,9.654978072559892
27,2005-06-30,UA,14.429762939059204
28,2005-06-30,US,12.050363331470095
29,2005-06-30,WN,6.914515923049238
30,2005-07-31,AA,18.996966081472642
31,2005-07-31,DL,18.07775412739013
32,2005-07-31,UA,12.905527395607049
33,2005-07-31,US,15.976001564508017
34,2005-07-31,WN,10.440128090117302
