,date,dest_city,origin_city,DepDelay
6,1999-02-28,Las Vegas,Los Angeles,2.754491017964072
7,1999-02-28,San Francisco,Los Angeles,6.51288056206089
8,1999-02-28,Chicago,Minneapolis,-1.4607543323139653
9,1999-02-28,Los Angeles,San Francisco,2.861664712778429
10,1999-03-31,Minneapolis,Chicago,-0.8374205267938238
11,1999-03-31,Las Vegas,Los Angeles,2.1486988847583643
12,1999-03-31,San Francisco,Los Angeles,8.003095975232197
13,1999-03-31,Chicago,Minneapolis,-1.2699724517906337
14,1999-03-31,Los Angeles,San Francisco,2.6563436563436564
15,1999-04-30,Minneapolis,Chicago,0.6145251396648045
16,1999-04-30,Las Vegas,Los Angeles,4.391136801541426
17,1999-04-30,San Francisco,Los Angeles,5.282997762863535
18,1999-04-30,Chicago,Minneapolis,0.1629913710450623
19,1999-04-30,Los Angeles,San Francisco,2.00990099009901
20,1999-05-31,Minneapolis,Chicago,1.4391143911439115
21,1999-05-31,Las Vegas,Los Angeles,1.9549376797698945
22,1999-05-31,San Francisco,Los Angeles,7.357142857142857
23,1999-05-31,Chicago,Minneapolis,0.4025617566331198
24,1999-05-31,Los Angeles,San Francisco,1.0122448979591836
25,1999-06-30,Minneapolis,Chicago,3.670611439842209
26,1999-06-30,Las Vegas,Los Angeles,4.758081334723671
27,1999-06-30,San Francisco,Los Angeles,6.346917450365726
28,1999-06-30,Chicago,Minneapolis,2.2978116079923883
29,1999-06-30,Los Angeles,San Francisco,1.8953367875647669
30,1999-07-31,Minneapolis,Chicago,2.7952127659574466
31,1999-07-31,Las Vegas,Los Angeles,5.260103626943005
32,1999-07-31,San Francisco,Los Angeles,6.458847736625515
33,1999-07-31,Chicago,Minneapolis,2.0277777777777777
34,1999-07-31,Los Angeles,San Francisco,2.072671443193449
35,1999-08-31,Minneapolis,Chicago,0.45262189512419504
36,1999-08-31,Las Vegas,Los Angeles,6.301619433198381
37,1999-08-31,San Francisco,Los Angeles,14.115546218487395
38,1999-08-31,Chicago,Minneapolis,0.34786399302528337
39,1999-08-31,Los Angeles,San Francisco,7.35187165775401
40,1999-09-30,Minneapolis,Chicago,-1.2405286343612334
41,1999-09-30,Las Vegas,Los Angeles,8.738028169014084
42,1999-09-30,San Francisco,Los Angeles,13.892761394101877
43,1999-09-30,Chicago,Minneapolis,-2.077687443541102
44,1999-09-30,Los Angeles,San Francisco,9.158582089552239
45,1999-10-31,Minneapolis,Chicago,-0.6955736224028907
46,1999-10-31,Las Vegas,Los Angeles,5.809480401093892
47,1999-10-31,San Francisco,Los Angeles,3.6375545851528384
48,1999-10-31,Chicago,Minneapolis,-1.4485981308411215
49,1999-10-31,Los Angeles,San Francisco,0.6931911402789172
50,1999-11-30,Minneapolis,Chicago,-1.2317939609236235
51,1999-11-30,Las Vegas,Los Angeles,6.664213431462741
52,1999-11-30,San Francisco,Los Angeles,11.440037771482531
53,1999-11-30,Chicago,Minneapolis,-1.8770491803278688
54,1999-11-30,Los Angeles,San Francisco,4.901801801801802
55,1999-12-31,Minneapolis,Chicago,1.9377510040160641
56,1999-12-31,Las Vegas,Los Angeles,3.6278674596431606
57,1999-12-31,San Francisco,Los Angeles,1.3819628647214854
58,1999-12-31,Chicago,Minneapolis,1.931931931931932
59,1999-12-31,Los Angeles,San Francisco,-1.2907268170426065
0,2000-01-31,Minneapolis,Chicago,2.1177072671443193
1,2000-01-31,Las Vegas,Los Angeles,4.581583198707593
2,2000-01-31,San Francisco,Los Angeles,7.779661016949152
3,2000-01-31,Chicago,Minneapolis,1.3883495145631068
4,2000-01-31,Los Angeles,San Francisco,2.9960552268244576
5,2000-02-29,Minneapolis,Chicago,1.043991416309013
6,2000-02-29,Las Vegas,Los Angeles,10.387884267631103
7,2000-02-29,San Francisco,Los Angeles,19.0897583429229
8,2000-02-29,Chicago,Minneapolis,0.5364583333333334
9,2000-02-29,Los Angeles,San Francisco,13.027186761229315
10,2000-03-31,Minneapolis,Chicago,-0.09652173913043478
11,2000-03-31,Las Vegas,Los Angeles,5.9395866454689985
12,2000-03-31,San Francisco,Los Angeles,7.281135531135531
13,2000-03-31,Chicago,Minneapolis,-0.2757685352622061
14,2000-03-31,Los Angeles,San Francisco,2.6326714801444044
15,2000-04-30,Minneapolis,Chicago,1.814663951120163
16,2000-04-30,Las Vegas,Los Angeles,6.281171548117155
17,2000-04-30,San Francisco,Los Angeles,9.675675675675675
18,2000-04-30,Chicago,Minneapolis,0.6196623634558094
19,2000-04-30,Los Angeles,San Francisco,5.645631067961165
20,2000-05-31,Minneapolis,Chicago,1.7934044616876819
21,2000-05-31,Las Vegas,Los Angeles,6.230308219178082
22,2000-05-31,San Francisco,Los Angeles,11.062886597938144
23,2000-05-31,Chicago,Minneapolis,1.5680970149253732
24,2000-05-31,Los Angeles,San Francisco,8.458752515090543
25,2000-06-30,Minneapolis,Chicago,6.09284332688588
26,2000-06-30,Las Vegas,Los Angeles,8.127224199288257
27,2000-06-30,San Francisco,Los Angeles,12.834141610087293
28,2000-06-30,Chicago,Minneapolis,5.104536489151874
29,2000-06-30,Los Angeles,San Francisco,9.974721941354904
30,2000-07-31,Minneapolis,Chicago,5.946183953033268
31,2000-07-31,Las Vegas,Los Angeles,6.967293540474244
32,2000-07-31,San Francisco,Los Angeles,21.3991683991684
33,2000-07-31,Chicago,Minneapolis,6.073194856577646
34,2000-07-31,Los Angeles,San Francisco,15.032124352331607
35,2000-08-31,Minneapolis,Chicago,5.046070460704607
36,2000-08-31,Las Vegas,Los Angeles,8.951372549019608
37,2000-08-31,San Francisco,Los Angeles,15.721345951629864
38,2000-08-31,Chicago,Minneapolis,3.399078341013825
39,2000-08-31,Los Angeles,San Francisco,10.686338797814207
40,2000-09-30,Minneapolis,Chicago,-0.1865234375
41,2000-09-30,Las Vegas,Los Angeles,4.48582995951417
42,2000-09-30,San Francisco,Los Angeles,9.634228187919463
43,2000-09-30,Chicago,Minneapolis,-0.5584415584415584
44,2000-09-30,Los Angeles,San Francisco,6.44131455399061
45,2000-10-31,Minneapolis,Chicago,-0.7432675044883303
46,2000-10-31,Las Vegas,Los Angeles,14.89769820971867
47,2000-10-31,San Francisco,Los Angeles,22.35372636262514
48,2000-10-31,Chicago,Minneapolis,-0.22232304900181488
49,2000-10-31,Los Angeles,San Francisco,20.60200668896321
50,2000-11-30,Minneapolis,Chicago,3.074612403100775
51,2000-11-30,Las Vegas,Los Angeles,6.681893687707642
52,2000-11-30,San Francisco,Los Angeles,14.026996625421821
53,2000-11-30,Chicago,Minneapolis,1.8748778103616812
54,2000-11-30,Los Angeles,San Francisco,12.787162162162161
55,2000-12-31,Minneapolis,Chicago,14.930061349693252
56,2000-12-31,Las Vegas,Los Angeles,9.13136288998358
57,2000-12-31,San Francisco,Los Angeles,9.125741399762752
58,2000-12-31,Chicago,Minneapolis,11.256127450980392
59,2000-12-31,Los Angeles,San Francisco,6.903150525087515
0,2001-01-31,Minneapolis,Chicago,-0.6338694418164617
