,date,Origin,DepDelay
54,1996-11-30,STL,9.733032344015987
55,1996-12-31,ATL,13.909068248666435
56,1996-12-31,DFW,14.832867232307912
57,1996-12-31,LAX,20.809912420382165
58,1996-12-31,ORD,16.719139767123856
59,1996-12-31,STL,17.815191855912296
0,1997-01-31,ATL,11.360105825388109
1,1997-01-31,DFW,12.33433320220299
2,1997-01-31,LAX,16.065334915611814
3,1997-01-31,ORD,16.284928918094746
4,1997-01-31,STL,15.321940708819378
5,1997-02-28,ATL,14.63286369593709
6,1997-02-28,DFW,12.898400802237822
7,1997-02-28,LAX,9.683073142526743
8,1997-02-28,ORD,12.721243191284845
9,1997-02-28,STL,11.681949996081197
10,1997-03-31,ATL,11.331496062992127
11,1997-03-31,DFW,10.193671782762692
12,1997-03-31,LAX,9.805106217111675
13,1997-03-31,ORD,8.475635980038138
14,1997-03-31,STL,9.565869699253271
15,1997-04-30,ATL,12.29503602882306
16,1997-04-30,DFW,11.795938389090553
17,1997-04-30,LAX,7.877181429041817
18,1997-04-30,ORD,10.044847130859294
19,1997-04-30,STL,7.538141181370167
20,1997-05-31,ATL,11.170302942734672
21,1997-05-31,DFW,6.359529702970297
22,1997-05-31,LAX,7.205651089944384
23,1997-05-31,ORD,6.284685337196201
24,1997-05-31,STL,4.574574102754023
25,1997-06-30,ATL,14.089573802070792
26,1997-06-30,DFW,12.16955153422502
27,1997-06-30,LAX,10.639017096795163
28,1997-06-30,ORD,11.415800839343193
29,1997-06-30,STL,6.687321258341277
30,1997-07-31,ATL,12.536459554513481
31,1997-07-31,DFW,12.039166350170907
32,1997-07-31,LAX,8.410021786492374
33,1997-07-31,ORD,12.01798975417974
34,1997-07-31,STL,6.2424796084828715
35,1997-08-31,ATL,7.779533095818489
36,1997-08-31,DFW,5.918799981072256
37,1997-08-31,LAX,11.037962962962963
38,1997-08-31,ORD,9.731246026700573
39,1997-08-31,STL,7.613138686131387
40,1997-09-30,ATL,5.708064906757084
41,1997-09-30,DFW,4.790131383977082
42,1997-09-30,LAX,4.7736391557211
43,1997-09-30,ORD,6.019785963165754
44,1997-09-30,STL,3.6302054794520546
45,1997-10-31,ATL,7.1322510117690845
46,1997-10-31,DFW,9.046787809414795
47,1997-10-31,LAX,7.758336
48,1997-10-31,ORD,7.127985868561564
49,1997-10-31,STL,5.853159851301116
50,1997-11-30,ATL,12.044926262330305
51,1997-11-30,DFW,5.425158434765114
52,1997-11-30,LAX,9.59525584547611
53,1997-11-30,ORD,7.073649967469096
54,1997-11-30,STL,11.590535868625757
55,1997-12-31,ATL,10.141559779046906
56,1997-12-31,DFW,13.617086304759132
57,1997-12-31,LAX,10.885009188763455
58,1997-12-31,ORD,10.82255340707591
59,1997-12-31,STL,16.611238931883147
0,1998-01-31,ATL,10.917204904989235
1,1998-01-31,DFW,8.854704189630786
2,1998-01-31,LAX,10.967858820371736
3,1998-01-31,ORD,11.682132067328443
4,1998-01-31,STL,10.581630488580924
5,1998-02-28,ATL,10.481893576469377
6,1998-02-28,DFW,6.40793231664601
7,1998-02-28,LAX,14.64535058681914
8,1998-02-28,ORD,6.935101890949146
9,1998-02-28,STL,9.212961567445365
10,1998-03-31,ATL,10.842613111726685
11,1998-03-31,DFW,9.944728015166982
12,1998-03-31,LAX,10.816437073692658
13,1998-03-31,ORD,11.163596106446088
14,1998-03-31,STL,16.410205615137645
15,1998-04-30,ATL,12.434312732185072
16,1998-04-30,DFW,7.10608948635634
17,1998-04-30,LAX,8.843246209782533
18,1998-04-30,ORD,9.019545071609098
19,1998-04-30,STL,10.122656031346208
20,1998-05-31,ATL,9.748620478234212
21,1998-05-31,DFW,7.448258804907004
22,1998-05-31,LAX,9.576430572228892
23,1998-05-31,ORD,15.385551777693825
24,1998-05-31,STL,15.093719469644103
25,1998-06-30,ATL,12.817950847706063
26,1998-06-30,DFW,11.979205572099128
27,1998-06-30,LAX,10.756108959807719
28,1998-06-30,ORD,17.126795170514722
29,1998-06-30,STL,19.54132289190323
30,1998-07-31,ATL,10.149004739336492
31,1998-07-31,DFW,9.584155996481282
32,1998-07-31,LAX,8.648145763584857
33,1998-07-31,ORD,10.87195392113425
34,1998-07-31,STL,12.620388680531878
35,1998-08-31,ATL,9.145287834388883
36,1998-08-31,DFW,9.489468797341543
37,1998-08-31,LAX,9.852545198102321
38,1998-08-31,ORD,14.791878993771737
39,1998-08-31,STL,7.586956521739131
40,1998-09-30,ATL,6.527685991789326
41,1998-09-30,DFW,6.221927083333333
42,1998-09-30,LAX,6.467686034658512
43,1998-09-30,ORD,10.453584714237403
44,1998-09-30,STL,5.079971181556196
45,1998-10-31,ATL,5.433689238550155
46,1998-10-31,DFW,10.440361415375296
47,1998-10-31,LAX,7.197793690729631
48,1998-10-31,ORD,10.469150221506242
49,1998-10-31,STL,5.109713819590782
50,1998-11-30,ATL,5.2003606589336195
51,1998-11-30,DFW,6.582821769409337
52,1998-11-30,LAX,7.3927840676578915
53,1998-11-30,ORD,6.24286264606429
54,1998-11-30,STL,6.150552386453896
55,1998-12-31,ATL,9.348
56,1998-12-31,DFW,11.063884069803041
57,1998-12-31,LAX,12.761930081084675
58,1998-12-31,ORD,10.002925198495612
59,1998-12-31,STL,14.396047156726768
0,1999-01-31,ATL,13.023376007586533
1,1999-01-31,DFW,12.922827463896631
2,1999-01-31,LAX,9.8095656285888
3,1999-01-31,ORD,21.192524584051824
4,1999-01-31,STL,24.42278916654197
5,1999-02-28,ATL,7.837826859609038
6,1999-02-28,DFW,7.6277696579947385
7,1999-02-28,LAX,7.992817059483726
8,1999-02-28,ORD,9.046645307199396
9,1999-02-28,STL,7.8721062618595825
10,1999-03-31,ATL,10.374862587028215
11,1999-03-31,DFW,11.990227850625716
12,1999-03-31,LAX,9.152579221292575
13,1999-03-31,ORD,10.894360669283206
14,1999-03-31,STL,8.014198369565218
15,1999-04-30,ATL,10.568679775280899
16,1999-04-30,DFW,12.84045362746621
17,1999-04-30,LAX,10.462756241120358
18,1999-04-30,ORD,13.701101340391018
19,1999-04-30,STL,9.416410828914318
20,1999-05-31,ATL,12.204357418643133
21,1999-05-31,DFW,16.886725663716813
22,1999-05-31,LAX,7.857357259380098
23,1999-05-31,ORD,12.386217612228615
24,1999-05-31,STL,9.15146757679181
25,1999-06-30,ATL,16.03697946108913
26,1999-06-30,DFW,15.638229927007298
27,1999-06-30,LAX,10.119200524246395
28,1999-06-30,ORD,17.992257731515334
29,1999-06-30,STL,20.05941208942865
30,1999-07-31,ATL,15.515550405561992
31,1999-07-31,DFW,13.604574047886087
32,1999-07-31,LAX,10.114905252448175
33,1999-07-31,ORD,16.34292793722899
34,1999-07-31,STL,14.24230846571486
35,1999-08-31,ATL,12.019155340691416
36,1999-08-31,DFW,7.71242774566474
37,1999-08-31,LAX,11.1925625
38,1999-08-31,ORD,10.217755110172531
39,1999-08-31,STL,7.362036249427469
40,1999-09-30,ATL,8.664674952198853
41,1999-09-30,DFW,5.080848277251662
42,1999-09-30,LAX,10.789506636614075
43,1999-09-30,ORD,6.427925835198716
44,1999-09-30,STL,3.937750862615309
45,1999-10-31,ATL,12.000542740841249
46,1999-10-31,DFW,4.968043498998378
47,1999-10-31,LAX,8.059374244986712
48,1999-10-31,ORD,7.33679460042334
49,1999-10-31,STL,5.073514602215509
50,1999-11-30,ATL,6.268463586677255
51,1999-11-30,DFW,4.5869969351354065
52,1999-11-30,LAX,10.658520027155465
53,1999-11-30,ORD,5.834305916428845
54,1999-11-30,STL,5.038467038467038
55,1999-12-31,ATL,8.254263355498258
56,1999-12-31,DFW,7.217895362663496
57,1999-12-31,LAX,8.005824557274813
58,1999-12-31,ORD,12.149185444905289
59,1999-12-31,STL,7.983316768422547
0,2000-01-31,ATL,10.19661242112255
1,2000-01-31,DFW,7.03393927186666
2,2000-01-31,LAX,9.341319172047553
3,2000-01-31,ORD,11.692055328959036
4,2000-01-31,STL,8.001956947162427
5,2000-02-29,ATL,8.802457376893038
6,2000-02-29,DFW,9.658054630950494
7,2000-02-29,LAX,14.758078039342148
8,2000-02-29,ORD,10.055068720597731
9,2000-02-29,STL,8.471175669541534
10,2000-03-31,ATL,9.011400795404331
11,2000-03-31,DFW,14.189391727493918
12,2000-03-31,LAX,11.42434711324511
13,2000-03-31,ORD,9.926566314076485
14,2000-03-31,STL,9.464757247642334
15,2000-04-30,ATL,10.133925285241075
16,2000-04-30,DFW,10.373721439112513
17,2000-04-30,LAX,12.736596595383777
18,2000-04-30,ORD,15.499784017278618
19,2000-04-30,STL,9.51036026279691
20,2000-05-31,ATL,9.480096777138684
21,2000-05-31,DFW,13.473689445936536
22,2000-05-31,LAX,12.202027898253428
23,2000-05-31,ORD,18.086312454510423
24,2000-05-31,STL,14.4527981910684
25,2000-06-30,ATL,13.649662731871839
26,2000-06-30,DFW,20.2473460177445
27,2000-06-30,LAX,16.315786367660078
28,2000-06-30,ORD,24.683254934716665
29,2000-06-30,STL,19.261719029557003
30,2000-07-31,ATL,14.742428504453821
31,2000-07-31,DFW,10.78124847716973
32,2000-07-31,LAX,15.410473731477325
33,2000-07-31,ORD,27.94509987648537
34,2000-07-31,STL,13.917727717923604
35,2000-08-31,ATL,11.292773935202039
36,2000-08-31,DFW,9.360749107056666
37,2000-08-31,LAX,14.728345371340353
38,2000-08-31,ORD,25.058450556372033
39,2000-08-31,STL,11.277929901423878
40,2000-09-30,ATL,10.249589807933598
41,2000-09-30,DFW,6.705399655556681
42,2000-09-30,LAX,9.375468823253634
43,2000-09-30,ORD,12.10885120777137
44,2000-09-30,STL,6.363616203429923
45,2000-10-31,ATL,5.556844442430559
46,2000-10-31,DFW,7.7038442822384425
47,2000-10-31,LAX,16.400942860388504
48,2000-10-31,ORD,8.537302581088177
49,2000-10-31,STL,11.3567335243553
50,2000-11-30,ATL,12.201089051657672
51,2000-11-30,DFW,12.305819722968783
52,2000-11-30,LAX,12.405516747268493
53,2000-11-30,ORD,14.054783177162781
54,2000-11-30,STL,8.46412674462467
55,2000-12-31,ATL,22.358392839183345
56,2000-12-31,DFW,14.02613782739373
57,2000-12-31,LAX,15.611451822148839
58,2000-12-31,ORD,30.951139454187377
59,2000-12-31,STL,21.54632364371211
0,2001-01-31,ATL,9.149674518802978
1,2001-01-31,DFW,8.181071640903687
2,2001-01-31,LAX,10.78679168365267
3,2001-01-31,ORD,10.6161183500108
4,2001-01-31,STL,8.755122728260083
5,2001-02-28,ATL,10.85856428422588
6,2001-02-28,DFW,12.766000495499215
7,2001-02-28,LAX,13.020363142711691
8,2001-02-28,ORD,12.642223018432263
9,2001-02-28,STL,12.445464889466841
10,2001-03-31,ATL,11.757754662168495
11,2001-03-31,DFW,11.17981072555205
12,2001-03-31,LAX,10.818121693121693
13,2001-03-31,ORD,11.045409882088714
14,2001-03-31,STL,6.937437005039597
15,2001-04-30,ATL,8.295500047668986
16,2001-04-30,DFW,6.766697128931536
17,2001-04-30,LAX,9.963874947720619
18,2001-04-30,ORD,15.488727220341424
19,2001-04-30,STL,6.188124765125893
20,2001-05-31,ATL,6.93458600815332
21,2001-05-31,DFW,6.92032773514255
22,2001-05-31,LAX,7.0854167714673775
23,2001-05-31,ORD,11.481582259106833
24,2001-05-31,STL,4.937120248692949
25,2001-06-30,ATL,16.571244573772837
26,2001-06-30,DFW,12.736584432969975
27,2001-06-30,LAX,8.332587127957263
28,2001-06-30,ORD,14.14367816091954
29,2001-06-30,STL,11.326861547411285
30,2001-07-31,ATL,11.643441492784262
31,2001-07-31,DFW,8.722884933015232
32,2001-07-31,LAX,7.837590526521824
33,2001-07-31,ORD,14.510125233146816
34,2001-07-31,STL,8.298274672187716
35,2001-08-31,ATL,10.300364298724954
36,2001-08-31,DFW,11.285463007072448
37,2001-08-31,LAX,8.116243976050237
38,2001-08-31,ORD,16.27837323449865
39,2001-08-31,STL,6.855120502727712
40,2001-09-30,ATL,9.394942205010855
41,2001-09-30,DFW,12.860508431915429
42,2001-09-30,LAX,6.61942610804257
43,2001-09-30,ORD,11.088904331711836
44,2001-09-30,STL,5.292975242760913
45,2001-10-31,ATL,5.577589920310144
46,2001-10-31,DFW,8.441456533239288
47,2001-10-31,LAX,5.27062476238753
48,2001-10-31,ORD,9.384572894061945
49,2001-10-31,STL,5.629274965800273
50,2001-11-30,ATL,8.346800240871517
51,2001-11-30,DFW,7.081749314495515
52,2001-11-30,LAX,4.893620061441737
53,2001-11-30,ORD,5.43968220781936
54,2001-11-30,STL,4.685006407518155
55,2001-12-31,ATL,7.7209411274790485
56,2001-12-31,DFW,6.640790464796845
57,2001-12-31,LAX,6.836908362050777
58,2001-12-31,ORD,7.76440828881334
59,2001-12-31,STL,8.54167735316748
0,2002-01-31,ATL,10.360824742268042
1,2002-01-31,DFW,5.757818309058304
2,2002-01-31,LAX,5.000489134232408
3,2002-01-31,ORD,6.632548576957188
4,2002-01-31,STL,6.465676401477006
5,2002-02-28,ATL,5.119404680754374
6,2002-02-28,DFW,4.127752661513782
7,2002-02-28,LAX,4.856619296933433
8,2002-02-28,ORD,4.568862275449102
9,2002-02-28,STL,2.7003291020216267
10,2002-03-31,ATL,8.293039186058225
11,2002-03-31,DFW,8.954430379746835
12,2002-03-31,LAX,5.839874933475253
13,2002-03-31,ORD,9.008027567842738
14,2002-03-31,STL,4.437184618061598
15,2002-04-30,ATL,5.3042511377741
16,2002-04-30,DFW,7.169311938606436
17,2002-04-30,LAX,4.629637110348078
18,2002-04-30,ORD,6.261007855911094
19,2002-04-30,STL,3.7897636395948107
20,2002-05-31,ATL,6.169584411630385
21,2002-05-31,DFW,4.813510781671159
22,2002-05-31,LAX,4.076040726897796
23,2002-05-31,ORD,3.820346081781109
24,2002-05-31,STL,6.127698152305301
25,2002-06-30,ATL,9.287298747763865
26,2002-06-30,DFW,6.572950539106623
27,2002-06-30,LAX,6.393007718752027
28,2002-06-30,ORD,13.486177417564116
29,2002-06-30,STL,8.291326711599858
30,2002-07-31,ATL,10.097936078549244
31,2002-07-31,DFW,8.416961566949222
32,2002-07-31,LAX,6.527037984157674
33,2002-07-31,ORD,8.41914908288512
34,2002-07-31,STL,7.284223918575064
35,2002-08-31,ATL,4.60653867142928
36,2002-08-31,DFW,5.246986712740138
37,2002-08-31,LAX,5.821743690997717
38,2002-08-31,ORD,7.987645824013215
39,2002-08-31,STL,3.743284113147127
40,2002-09-30,ATL,5.85727617060987
41,2002-09-30,DFW,0.6805959775856827
42,2002-09-30,LAX,1.6194477791116446
43,2002-09-30,ORD,2.9782316386233965
44,2002-09-30,STL,1.2566303404378436
45,2002-10-31,ATL,7.918166260436654
46,2002-10-31,DFW,3.7625380414391127
47,2002-10-31,LAX,3.451791530944625
48,2002-10-31,ORD,3.2019648397104445
49,2002-10-31,STL,1.7620554831502513
50,2002-11-30,ATL,5.630638063806381
51,2002-11-30,DFW,2.0012060570867023
52,2002-11-30,LAX,4.659749602268797
53,2002-11-30,ORD,5.0088485405653875
54,2002-11-30,STL,0.9685600503039196
55,2002-12-31,ATL,11.864667747163695
56,2002-12-31,DFW,7.39777903092873
57,2002-12-31,LAX,6.068259385665529
58,2002-12-31,ORD,9.773206392383543
59,2002-12-31,STL,6.499101194882098
0,2003-01-31,ATL,6.570874215225416
1,2003-01-31,DFW,3.5602470930232557
2,2003-01-31,LAX,2.7085435056746534
3,2003-01-31,ORD,7.208362071796893
4,2003-01-31,STL,1.7382440323737323
5,2003-02-28,ATL,9.744593092069868
6,2003-02-28,DFW,6.810887891624376
7,2003-02-28,LAX,3.6470899160157395
8,2003-02-28,ORD,8.046841282833544
9,2003-02-28,STL,6.516237923408218
10,2003-03-31,ATL,9.320333819889573
11,2003-03-31,DFW,2.3853865083960626
12,2003-03-31,LAX,2.2056251975139576
13,2003-03-31,ORD,7.294896779521057
14,2003-03-31,STL,1.5050568900126422
15,2003-04-30,ATL,5.023999454557851
16,2003-04-30,DFW,4.604624234274615
17,2003-04-30,LAX,1.7744927210387273
18,2003-04-30,ORD,6.408470325996099
19,2003-04-30,STL,1.1989640806215516
20,2003-05-31,ATL,9.016449008074968
21,2003-05-31,DFW,4.501768953068592
22,2003-05-31,LAX,2.4971803996715027
23,2003-05-31,ORD,5.9876764129921
24,2003-05-31,STL,2.344341206761446
25,2003-06-30,ATL,8.528289275807907
26,2003-06-30,DFW,9.379556957382821
27,2003-06-30,LAX,4.485003538185183
28,2003-06-30,ORD,5.25903212904946
29,2003-06-30,STL,3.853631409186965
30,2003-07-31,ATL,13.190640280922844
31,2003-07-31,DFW,9.343479961594538
32,2003-07-31,LAX,5.005896780253614
33,2003-07-31,ORD,13.579891863203635
34,2003-07-31,STL,5.688698667244555
35,2003-08-31,ATL,10.975065320473533
36,2003-08-31,DFW,10.673655523255814
37,2003-08-31,LAX,4.955479989537013
38,2003-08-31,ORD,10.773396407423336
39,2003-08-31,STL,5.3013668430335095
40,2003-09-30,ATL,4.451199255863398
41,2003-09-30,DFW,3.7729880718707536
42,2003-09-30,LAX,1.1487250554323725
43,2003-09-30,ORD,4.5842335566798855
44,2003-09-30,STL,2.077499414656989
45,2003-10-31,ATL,4.597315224257739
46,2003-10-31,DFW,2.0246922365331246
47,2003-10-31,LAX,4.965496598639456
48,2003-10-31,ORD,3.7871467639015495
49,2003-10-31,STL,1.1038093116507017
50,2003-11-30,ATL,5.044555117320677
51,2003-11-30,DFW,5.349463145676146
52,2003-11-30,LAX,5.184809705833472
53,2003-11-30,ORD,16.597658471316272
54,2003-11-30,STL,4.902869757174393
55,2003-12-31,ATL,10.903288451579492
56,2003-12-31,DFW,6.767101145235065
57,2003-12-31,LAX,6.380647178364859
58,2003-12-31,ORD,15.591098091098091
59,2003-12-31,STL,5.429216867469879
0,2004-01-31,ATL,8.83846497099509
1,2004-01-31,DFW,7.804277629248984
2,2004-01-31,LAX,5.805809831208
3,2004-01-31,ORD,23.654832935560858
4,2004-01-31,STL,7.415587129126619
5,2004-02-29,ATL,15.589359880790083
6,2004-02-29,DFW,8.362007571498182
7,2004-02-29,LAX,5.343624313147907
8,2004-02-29,ORD,12.813520976810727
9,2004-02-29,STL,4.648435837412215
10,2004-03-31,ATL,6.231836405064752
11,2004-03-31,DFW,4.594583490259184
12,2004-03-31,LAX,4.169684079472947
13,2004-03-31,ORD,18.318114097709355
14,2004-03-31,STL,5.202436194895592
15,2004-04-30,ATL,6.4547495937361505
16,2004-04-30,DFW,3.613561947681583
17,2004-04-30,LAX,4.069847672628842
18,2004-04-30,ORD,9.023466330231825
19,2004-04-30,STL,3.8141486810551557
20,2004-05-31,ATL,12.718178132962706
21,2004-05-31,DFW,5.732896099413186
22,2004-05-31,LAX,4.5723591641044345
23,2004-05-31,ORD,20.9658998734629
24,2004-05-31,STL,9.872684272763106
25,2004-06-30,ATL,19.034204696499778
26,2004-06-30,DFW,18.225496155909173
27,2004-06-30,LAX,8.023883098517782
28,2004-06-30,ORD,15.20074678195932
29,2004-06-30,STL,8.322013341419042
30,2004-07-31,ATL,12.629477243905876
31,2004-07-31,DFW,10.36282299295288
32,2004-07-31,LAX,7.645138888888889
33,2004-07-31,ORD,15.540643028456602
34,2004-07-31,STL,9.180650341228421
35,2004-08-31,ATL,9.851732563305198
36,2004-08-31,DFW,10.768589108064681
37,2004-08-31,LAX,6.977090605181653
38,2004-08-31,ORD,12.083755862593485
39,2004-08-31,STL,8.620211102423768
40,2004-09-30,ATL,11.380585610367381
41,2004-09-30,DFW,2.5581226387678
42,2004-09-30,LAX,4.2673677501593374
43,2004-09-30,ORD,2.7112279637307446
44,2004-09-30,STL,1.6655857316578841
45,2004-10-31,ATL,9.481382228490832
46,2004-10-31,DFW,8.262389963263326
47,2004-10-31,LAX,5.150537084398977
48,2004-10-31,ORD,6.170731707317073
49,2004-10-31,STL,4.810009442870633
50,2004-11-30,ATL,14.87396718602455
51,2004-11-30,DFW,8.999519816791638
52,2004-11-30,LAX,4.800625695954186
53,2004-11-30,ORD,11.361006199672202
54,2004-11-30,STL,6.829382044306257
55,2004-12-31,ATL,15.351309930021399
56,2004-12-31,DFW,10.604091238233165
57,2004-12-31,LAX,10.683673994748494
58,2004-12-31,ORD,17.576264030118573
59,2004-12-31,STL,10.976858877086494
0,2005-01-31,ATL,12.17044281115228
1,2005-01-31,DFW,8.90858705014418
2,2005-01-31,LAX,9.986054619407321
3,2005-01-31,ORD,21.213462867675293
4,2005-01-31,STL,10.1344065892924
5,2005-02-28,ATL,11.975558595531236
6,2005-02-28,DFW,4.8740720622849905
7,2005-02-28,LAX,8.296470451642865
8,2005-02-28,ORD,9.77899448485333
