date,ArrDelay
1994-01-31,3.557974910394265
1994-02-28,3.091111111111111
1994-03-31,0.788735940909854
1994-04-30,1.5054453520031117
1994-05-31,-0.0037243947858473
1994-06-30,4.4515579126811256
1994-07-31,3.2382212811011115
1994-08-31,2.005934455270151
1994-09-30,0.021719677865451884
1994-10-31,1.2405491818694752
1994-11-30,1.3140607602990297
1994-12-31,3.088063763608087
1995-01-31,1.4062765055131468
1995-02-28,3.684130937555595
1995-03-31,1.7736414543733734
1995-04-30,3.0079415215233283
1995-05-31,1.4076622494053688
1995-06-30,6.816321221056283
1995-07-31,2.7663127247816406
1995-08-31,2.005328596802842
1995-09-30,-1.0063992359121299
1995-10-31,2.206725663716814
1995-11-30,1.55219327176781
1995-12-31,8.62205277415471
1996-01-31,9.69320882852292
1996-02-29,5.124454687628611
1996-03-31,4.049085229808122
1996-04-30,1.9861173309449172
1996-05-31,1.8109706027262276
1996-06-30,3.8907766990291264
1996-07-31,5.356529946799382
1996-08-31,2.8629290365301845
1996-09-30,1.6493397960889187
1996-10-31,3.7142981011011877
1996-11-30,4.323778501628665
1996-12-31,8.81211701917375
1997-01-31,5.832116189382129
1997-02-28,7.243942133815551
1997-03-31,2.9689880792327688
1997-04-30,1.6034910655195236
1997-05-31,0.3993437560316541
1997-06-30,3.0516118256221816
1997-07-31,4.251488348358564
1997-08-31,-0.8765697112804551
1997-09-30,-0.6288768321321565
1997-10-31,1.7221286628494443
1997-11-30,5.346077970878347
1997-12-31,2.308348003335495
1998-01-31,0.7724997446112984
1998-02-28,1.2558464548588466
1998-03-31,2.974546664448511
1998-04-30,3.255197073008482
1998-05-31,2.784593865521031
1998-06-30,7.247774906689635
1998-07-31,3.6556846473029045
1998-08-31,0.6592537452312274
1998-09-30,-0.13758706681571933
1998-10-31,-1.7066034820232823
1998-11-30,0.9147880973850315
1998-12-31,3.7484463407847137
1999-01-31,3.3987544646945693
1999-02-28,1.4991917847294856
1999-03-31,1.2750273178112128
1999-04-30,4.279931164467754
1999-05-31,0.8898952228733795
1999-06-30,6.778384798099762
1999-07-31,6.030962179110327
1999-08-31,0.9236345662739929
1999-09-30,0.967896766071288
1999-10-31,0.4455507714388231
1999-11-30,1.7929893658920835
1999-12-31,-3.102652683528686
2000-01-31,3.8468820061446483
2000-02-29,0.2668116167106694
2000-03-31,2.3205358601535697
2000-04-30,2.4444444444444446
2000-05-31,2.353150105708245
2000-06-30,11.822717217179036
2000-07-31,10.780638794186256
2000-08-31,7.0063068816860925
2000-09-30,-1.3798861480075901
2000-10-31,1.9134247041797905
2000-11-30,2.7481492672609154
2000-12-31,10.14210199004975
2001-01-31,0.548310027404961
2001-02-28,3.921911705143783
2001-03-31,0.6486695944200465
2001-04-30,-1.8437925840923761
2001-05-31,-0.38523706896551724
2001-06-30,3.6144812362030905
2001-07-31,-0.24167247386759583
2001-08-31,4.768598277212216
2001-09-30,-2.1012153260970408
2001-10-31,-4.363219202259089
2001-11-30,-1.2984604618614415
2001-12-31,-1.0019195700163164
2002-01-31,1.8203827043027805
2002-02-28,-1.5105691056910568
2002-03-31,-0.3294388224471021
2002-04-30,-0.9412228451296426
2002-05-31,-0.8530986298883949
2002-06-30,0.9217707701637355
2002-07-31,-1.8725543690077169
2002-08-31,-4.446909503663193
2002-09-30,-4.999918936446174
2002-10-31,-2.552934964358004
2002-11-30,-1.8660769389014606
2002-12-31,-0.17607176384687598
2003-01-31,-0.9740286723457303
2003-02-28,0.9069382895694159
2003-03-31,-2.964824451617153
2003-04-30,-3.4833333333333334
2003-05-31,-3.4291695146958303
2003-06-30,-1.7226601980998586
2003-07-31,1.5042425928501877
2003-08-31,-3.3447554990001818
2003-09-30,-3.568850502071484
2003-10-31,-2.7799043062200957
2003-11-30,0.4882263839162765
2003-12-31,-1.0681836200745263
2004-01-31,0.5042875251659086
2004-02-29,0.8984164303990042
2004-03-31,-0.5255644773865898
2004-04-30,0.30704352304918875
2004-05-31,0.4106538673381068
2004-06-30,4.590052096254031
2004-07-31,3.8165921106140708
2004-08-31,-1.9512916077624984
2004-09-30,-2.483584466495161
2004-10-31,-0.3110343453132266
2004-11-30,3.6900936666459896
2004-12-31,1.635993256532734
2005-01-31,1.7378609137717527
2005-02-28,2.553142234629264
2005-03-31,2.2682428872497367
2005-04-30,-1.0519469895287958
2005-05-31,-1.5873035747824453
2005-06-30,7.88359752821064
2005-07-31,4.624039985371206
2005-08-31,0.33386418652057587
2005-09-30,-1.3315744263099767
2005-10-31,-2.2079286853167126
2005-11-30,0.032478305257784584
2005-12-31,3.6487224811184316
2006-01-31,-2.6149417409184372
2006-02-28,0.2895162856957845
2006-03-31,1.5882277342243927
2006-04-30,0.6630291235142838
2006-05-31,2.0247978802907807
2006-06-30,5.654858952554102
2006-07-31,3.153583416759908
2006-08-31,3.0437237312590177
2006-09-30,-0.32012497142421703
2006-10-31,-1.1230748892854783
2006-11-30,4.466890364993494
2006-12-31,5.801423988733276
2007-01-31,2.4417059846039235
2007-02-28,4.401270887267592
2007-03-31,3.5209753355350992
2007-04-30,0.8121233605104573
2007-05-31,1.0960292706333974
2007-06-30,5.895877659574468
2007-07-31,6.556628208146927
2007-08-31,4.880259274263557
2007-09-30,-0.5094891419326738
2007-10-31,-3.1281521807145984
2007-11-30,1.0768396196311187
2007-12-31,7.13321412606169
2008-01-31,5.6656832409872635
2008-02-29,4.739023364766653
2008-03-31,8.68405716664354
2008-04-30,-1.2884503772489844
2008-05-31,-0.23456495828367105
2008-06-30,3.3278428142831933
2008-07-31,2.549777495232041
