,date,dest_city,origin_city,ArrDelay
35,2001-08-31,Minneapolis,Chicago,-0.7354260089686099
36,2001-08-31,Las Vegas,Los Angeles,3.376521739130435
37,2001-08-31,San Francisco,Los Angeles,-2.265686274509804
38,2001-08-31,Chicago,Minneapolis,2.721461187214612
39,2001-08-31,Los Angeles,San Francisco,-0.6594700686947988
40,2001-09-30,Minneapolis,Chicago,-3.288384512683578
41,2001-09-30,Las Vegas,Los Angeles,-3.5726970033296337
42,2001-09-30,San Francisco,Los Angeles,-7.085457271364318
43,2001-09-30,Chicago,Minneapolis,0.0
44,2001-09-30,Los Angeles,San Francisco,-3.8729446935724963
45,2001-10-31,Minneapolis,Chicago,-1.3184559710494572
46,2001-10-31,Las Vegas,Los Angeles,-1.7198795180722892
47,2001-10-31,San Francisco,Los Angeles,-1.2785185185185186
48,2001-10-31,Chicago,Minneapolis,-2.041769041769042
49,2001-10-31,Los Angeles,San Francisco,-5.933333333333334
50,2001-11-30,Minneapolis,Chicago,-2.5752753977968177
51,2001-11-30,Las Vegas,Los Angeles,-1.4594894561598224
52,2001-11-30,San Francisco,Los Angeles,1.1001589825119238
53,2001-11-30,Chicago,Minneapolis,-1.4122042341220424
54,2001-11-30,Los Angeles,San Francisco,-2.7285714285714286
55,2001-12-31,Minneapolis,Chicago,-0.9661654135338346
56,2001-12-31,Las Vegas,Los Angeles,-0.16864864864864865
57,2001-12-31,San Francisco,Los Angeles,9.182108626198083
58,2001-12-31,Chicago,Minneapolis,1.9155107187894074
59,2001-12-31,Los Angeles,San Francisco,0.970873786407767
0,2002-01-31,Minneapolis,Chicago,-3.7853598014888337
1,2002-01-31,Las Vegas,Los Angeles,-0.6960352422907489
2,2002-01-31,San Francisco,Los Angeles,0.4577572964669739
3,2002-01-31,Chicago,Minneapolis,-3.5830212234706615
4,2002-01-31,Los Angeles,San Francisco,-2.2117465224111283
5,2002-02-28,Minneapolis,Chicago,-4.448648648648649
6,2002-02-28,Las Vegas,Los Angeles,-1.4564164648910412
7,2002-02-28,San Francisco,Los Angeles,-3.437293729372937
8,2002-02-28,Chicago,Minneapolis,-3.553306342780027
9,2002-02-28,Los Angeles,San Francisco,-3.0921052631578947
10,2002-03-31,Minneapolis,Chicago,0.5183776932826363
11,2002-03-31,Las Vegas,Los Angeles,1.5733333333333333
12,2002-03-31,San Francisco,Los Angeles,-1.8303303303303304
13,2002-03-31,Chicago,Minneapolis,-0.11928934010152284
14,2002-03-31,Los Angeles,San Francisco,-1.2386706948640482
15,2002-04-30,Minneapolis,Chicago,0.0012077294685990338
16,2002-04-30,Las Vegas,Los Angeles,-0.36063708759954494
17,2002-04-30,San Francisco,Los Angeles,1.8760932944606414
18,2002-04-30,Chicago,Minneapolis,-0.16947115384615385
19,2002-04-30,Los Angeles,San Francisco,-3.994350282485876
20,2002-05-31,Minneapolis,Chicago,-4.067379679144385
21,2002-05-31,Las Vegas,Los Angeles,-0.5733186328555678
22,2002-05-31,San Francisco,Los Angeles,-3.207547169811321
23,2002-05-31,Chicago,Minneapolis,-3.0021459227467813
24,2002-05-31,Los Angeles,San Francisco,-7.001412429378531
25,2002-06-30,Minneapolis,Chicago,2.353405725567621
26,2002-06-30,Las Vegas,Los Angeles,1.0864618885096702
27,2002-06-30,San Francisco,Los Angeles,0.007204610951008645
28,2002-06-30,Chicago,Minneapolis,5.13
29,2002-06-30,Los Angeles,San Francisco,-1.0977337110481586
30,2002-07-31,Minneapolis,Chicago,-2.1083700440528634
31,2002-07-31,Las Vegas,Los Angeles,4.129220023282887
32,2002-07-31,San Francisco,Los Angeles,-5.313031161473088
33,2002-07-31,Chicago,Minneapolis,1.7319494584837545
34,2002-07-31,Los Angeles,San Francisco,-4.239398084815321
35,2002-08-31,Minneapolis,Chicago,-2.077130044843049
36,2002-08-31,Las Vegas,Los Angeles,4.197963800904978
37,2002-08-31,San Francisco,Los Angeles,1.0301724137931034
38,2002-08-31,Chicago,Minneapolis,0.2449725776965265
39,2002-08-31,Los Angeles,San Francisco,-3.4808219178082194
40,2002-09-30,Minneapolis,Chicago,-3.3230174081237913
41,2002-09-30,Las Vegas,Los Angeles,-0.5
42,2002-09-30,San Francisco,Los Angeles,-9.22776911076443
43,2002-09-30,Chicago,Minneapolis,-3.0978682170542635
44,2002-09-30,Los Angeles,San Francisco,-6.683890577507599
45,2002-10-31,Minneapolis,Chicago,-2.324640287769784
46,2002-10-31,Las Vegas,Los Angeles,1.3854289071680377
47,2002-10-31,San Francisco,Los Angeles,-3.995405819295559
48,2002-10-31,Chicago,Minneapolis,-2.841429880843263
49,2002-10-31,Los Angeles,San Francisco,-5.294629898403484
50,2002-11-30,Minneapolis,Chicago,-3.859512195121951
51,2002-11-30,Las Vegas,Los Angeles,1.7405541561712847
52,2002-11-30,San Francisco,Los Angeles,-7.449826989619377
53,2002-11-30,Chicago,Minneapolis,-3.1727642276422765
54,2002-11-30,Los Angeles,San Francisco,-3.485342019543974
55,2002-12-31,Minneapolis,Chicago,-4.083240843507214
56,2002-12-31,Las Vegas,Los Angeles,0.25091352009744217
57,2002-12-31,San Francisco,Los Angeles,10.023217247097843
58,2002-12-31,Chicago,Minneapolis,-1.1977653631284917
59,2002-12-31,Los Angeles,San Francisco,2.5267295597484276
0,2003-01-31,Minneapolis,Chicago,-4.085840707964602
1,2003-01-31,Las Vegas,Los Angeles,-1.6534296028880866
2,2003-01-31,San Francisco,Los Angeles,-5.121869782971619
3,2003-01-31,Chicago,Minneapolis,-3.9730700179533214
4,2003-01-31,Los Angeles,San Francisco,-5.044374009508716
5,2003-02-28,Minneapolis,Chicago,-2.638059701492537
6,2003-02-28,Las Vegas,Los Angeles,2.8598382749326148
7,2003-02-28,San Francisco,Los Angeles,-6.053604436229205
8,2003-02-28,Chicago,Minneapolis,-1.8557409224730128
9,2003-02-28,Los Angeles,San Francisco,-7.226039783001808
10,2003-03-31,Minneapolis,Chicago,-2.175485008818342
11,2003-03-31,Las Vegas,Los Angeles,-0.04015544041450777
12,2003-03-31,San Francisco,Los Angeles,-6.852159468438538
13,2003-03-31,Chicago,Minneapolis,-1.506631299734748
14,2003-03-31,Los Angeles,San Francisco,-9.184542586750789
15,2003-04-30,Minneapolis,Chicago,-5.139026812313803
16,2003-04-30,Las Vegas,Los Angeles,-3.2790387182910545
17,2003-04-30,San Francisco,Los Angeles,-6.679310344827586
18,2003-04-30,Chicago,Minneapolis,-4.539761431411531
19,2003-04-30,Los Angeles,San Francisco,-7.217755443886097
20,2003-05-31,Minneapolis,Chicago,-3.369606003752345
21,2003-05-31,Las Vegas,Los Angeles,-2.895945945945946
22,2003-05-31,San Francisco,Los Angeles,-3.8333333333333335
23,2003-05-31,Chicago,Minneapolis,-3.7370405278039587
24,2003-05-31,Los Angeles,San Francisco,-8.327787021630616
25,2003-06-30,Minneapolis,Chicago,-3.5386690647482015
26,2003-06-30,Las Vegas,Los Angeles,-0.40463215258855584
27,2003-06-30,San Francisco,Los Angeles,-1.4126984126984128
28,2003-06-30,Chicago,Minneapolis,-2.0027598896044156
29,2003-06-30,Los Angeles,San Francisco,-6.269360269360269
30,2003-07-31,Minneapolis,Chicago,0.471315092674316
31,2003-07-31,Las Vegas,Los Angeles,-0.09078947368421053
32,2003-07-31,San Francisco,Los Angeles,-4.121052631578947
33,2003-07-31,Chicago,Minneapolis,-0.4826048171275647
34,2003-07-31,Los Angeles,San Francisco,-5.113782051282051
35,2003-08-31,Minneapolis,Chicago,-3.1277728482697427
36,2003-08-31,Las Vegas,Los Angeles,-0.015915119363395226
37,2003-08-31,San Francisco,Los Angeles,-2.7704347826086955
38,2003-08-31,Chicago,Minneapolis,-1.2036363636363636
39,2003-08-31,Los Angeles,San Francisco,-5.97029702970297
40,2003-09-30,Minneapolis,Chicago,-4.1297640653357535
41,2003-09-30,Las Vegas,Los Angeles,-1.896138482023968
42,2003-09-30,San Francisco,Los Angeles,-6.598165137614679
43,2003-09-30,Chicago,Minneapolis,-3.3220183486238533
44,2003-09-30,Los Angeles,San Francisco,-6.689473684210526
45,2003-10-31,Minneapolis,Chicago,-3.2936241610738257
46,2003-10-31,Las Vegas,Los Angeles,0.9033557046979865
47,2003-10-31,San Francisco,Los Angeles,-3.929856115107914
48,2003-10-31,Chicago,Minneapolis,-5.626903553299492
49,2003-10-31,Los Angeles,San Francisco,-4.4520547945205475
50,2003-11-30,Minneapolis,Chicago,8.563106796116505
51,2003-11-30,Las Vegas,Los Angeles,0.7908847184986595
52,2003-11-30,San Francisco,Los Angeles,1.3570093457943926
53,2003-11-30,Chicago,Minneapolis,10.057312252964428
54,2003-11-30,Los Angeles,San Francisco,-4.077338129496403
55,2003-12-31,Minneapolis,Chicago,6.2519607843137255
56,2003-12-31,Las Vegas,Los Angeles,2.89058524173028
57,2003-12-31,San Francisco,Los Angeles,11.559726962457338
58,2003-12-31,Chicago,Minneapolis,7.999005964214712
59,2003-12-31,Los Angeles,San Francisco,1.3227424749163879
0,2004-01-31,Minneapolis,Chicago,9.055555555555555
1,2004-01-31,Las Vegas,Los Angeles,1.246041412911084
2,2004-01-31,San Francisco,Los Angeles,6.353448275862069
3,2004-01-31,Chicago,Minneapolis,8.137254901960784
4,2004-01-31,Los Angeles,San Francisco,-1.0845771144278606
5,2004-02-29,Minneapolis,Chicago,1.95311004784689
6,2004-02-29,Las Vegas,Los Angeles,4.032953105196452
7,2004-02-29,San Francisco,Los Angeles,5.943533697632058
8,2004-02-29,Chicago,Minneapolis,5.287536800785084
9,2004-02-29,Los Angeles,San Francisco,-2.5824561403508772
10,2004-03-31,Minneapolis,Chicago,6.124200913242009
11,2004-03-31,Las Vegas,Los Angeles,1.8942992874109263
12,2004-03-31,San Francisco,Los Angeles,-1.956738768718802
13,2004-03-31,Chicago,Minneapolis,5.8043071161048685
14,2004-03-31,Los Angeles,San Francisco,-2.5603864734299515
15,2004-04-30,Minneapolis,Chicago,-2.9746835443037973
16,2004-04-30,Las Vegas,Los Angeles,3.5160905840286056
17,2004-04-30,San Francisco,Los Angeles,-2.767284991568297
18,2004-04-30,Chicago,Minneapolis,-0.948051948051948
19,2004-04-30,Los Angeles,San Francisco,-3.387205387205387
20,2004-05-31,Minneapolis,Chicago,6.733971291866029
21,2004-05-31,Las Vegas,Los Angeles,0.010404624277456647
22,2004-05-31,San Francisco,Los Angeles,-1.4822934232715008
23,2004-05-31,Chicago,Minneapolis,8.639296187683284
24,2004-05-31,Los Angeles,San Francisco,-3.4351535836177476
25,2004-06-30,Minneapolis,Chicago,3.474977252047316
26,2004-06-30,Las Vegas,Los Angeles,4.818734793187348
27,2004-06-30,San Francisco,Los Angeles,1.813838550247117
28,2004-06-30,Chicago,Minneapolis,5.508180943214629
29,2004-06-30,Los Angeles,San Francisco,2.5439469320066337
30,2004-07-31,Minneapolis,Chicago,1.866120218579235
31,2004-07-31,Las Vegas,Los Angeles,4.309608540925267
32,2004-07-31,San Francisco,Los Angeles,-0.656
33,2004-07-31,Chicago,Minneapolis,2.9165048543689323
34,2004-07-31,Los Angeles,San Francisco,0.3902053712480253
35,2004-08-31,Minneapolis,Chicago,-0.7366185216652507
36,2004-08-31,Las Vegas,Los Angeles,5.1563218390804595
37,2004-08-31,San Francisco,Los Angeles,0.9968404423380727
38,2004-08-31,Chicago,Minneapolis,0.019143117593436645
39,2004-08-31,Los Angeles,San Francisco,-0.3384853168469861
40,2004-09-30,Minneapolis,Chicago,-8.378899082568807
41,2004-09-30,Las Vegas,Los Angeles,0.7434052757793765
42,2004-09-30,San Francisco,Los Angeles,-2.5354200988467874
43,2004-09-30,Chicago,Minneapolis,-5.677514792899408
44,2004-09-30,Los Angeles,San Francisco,-5.672609400324149
45,2004-10-31,Minneapolis,Chicago,-2.2738738738738737
46,2004-10-31,Las Vegas,Los Angeles,2.687793427230047
47,2004-10-31,San Francisco,Los Angeles,1.8843648208469055
48,2004-10-31,Chicago,Minneapolis,-1.4314285714285715
49,2004-10-31,Los Angeles,San Francisco,-0.7990506329113924
50,2004-11-30,Minneapolis,Chicago,-3.181094527363184
51,2004-11-30,Las Vegas,Los Angeles,2.3961584633853543
52,2004-11-30,San Francisco,Los Angeles,-5.791808873720137
53,2004-11-30,Chicago,Minneapolis,-2.8835051546391752
54,2004-11-30,Los Angeles,San Francisco,-2.825242718446602
55,2004-12-31,Minneapolis,Chicago,1.9364908503767493
56,2004-12-31,Las Vegas,Los Angeles,4.015757575757576
57,2004-12-31,San Francisco,Los Angeles,4.151919866444073
58,2004-12-31,Chicago,Minneapolis,3.2580993520518358
59,2004-12-31,Los Angeles,San Francisco,2.686804451510334
0,2005-01-31,Minneapolis,Chicago,5.025219298245614
1,2005-01-31,Las Vegas,Los Angeles,5.89768574908648
2,2005-01-31,San Francisco,Los Angeles,3.049733570159858
3,2005-01-31,Chicago,Minneapolis,4.914634146341464
4,2005-01-31,Los Angeles,San Francisco,0.3078231292517007
5,2005-02-28,Minneapolis,Chicago,-5.138888888888889
6,2005-02-28,Las Vegas,Los Angeles,4.699337748344371
7,2005-02-28,San Francisco,Los Angeles,1.5757575757575757
8,2005-02-28,Chicago,Minneapolis,-3.057110862262038
9,2005-02-28,Los Angeles,San Francisco,1.0361216730038023
10,2005-03-31,Minneapolis,Chicago,-0.7987486965589156
11,2005-03-31,Las Vegas,Los Angeles,1.0907990314769975
12,2005-03-31,San Francisco,Los Angeles,-1.2517857142857143
13,2005-03-31,Chicago,Minneapolis,0.9338929695697796
14,2005-03-31,Los Angeles,San Francisco,-1.1103565365025467
15,2005-04-30,Minneapolis,Chicago,-6.120925341745531
16,2005-04-30,Las Vegas,Los Angeles,-1.825358851674641
17,2005-04-30,San Francisco,Los Angeles,-4.323214285714286
18,2005-04-30,Chicago,Minneapolis,-4.036441586280815
19,2005-04-30,Los Angeles,San Francisco,-4.284403669724771
20,2005-05-31,Minneapolis,Chicago,-2.2780395852968898
21,2005-05-31,Las Vegas,Los Angeles,0.5776255707762558
22,2005-05-31,San Francisco,Los Angeles,0.41919191919191917
23,2005-05-31,Chicago,Minneapolis,-1.5775862068965518
24,2005-05-31,Los Angeles,San Francisco,-3.697952218430034
25,2005-06-30,Minneapolis,Chicago,4.0792741165234006
26,2005-06-30,Las Vegas,Los Angeles,2.326923076923077
27,2005-06-30,San Francisco,Los Angeles,3.9482142857142857
28,2005-06-30,Chicago,Minneapolis,4.777992277992278
29,2005-06-30,Los Angeles,San Francisco,1.7718360071301247
30,2005-07-31,Minneapolis,Chicago,3.2524084778420037
31,2005-07-31,Las Vegas,Los Angeles,4.908433734939759
32,2005-07-31,San Francisco,Los Angeles,0.4186046511627907
33,2005-07-31,Chicago,Minneapolis,5.52015732546706
34,2005-07-31,Los Angeles,San Francisco,-1.236842105263158
35,2005-08-31,Minneapolis,Chicago,0.03601895734597156
36,2005-08-31,Las Vegas,Los Angeles,3.4197674418604653
37,2005-08-31,San Francisco,Los Angeles,0.7338003502626971
38,2005-08-31,Chicago,Minneapolis,2.286939942802669
39,2005-08-31,Los Angeles,San Francisco,-1.6740994854202402
40,2005-09-30,Minneapolis,Chicago,-0.4330708661417323
41,2005-09-30,Las Vegas,Los Angeles,-0.21420256111757857
42,2005-09-30,San Francisco,Los Angeles,-2.5666074600355238
43,2005-09-30,Chicago,Minneapolis,1.3729508196721312
44,2005-09-30,Los Angeles,San Francisco,-1.8681318681318682
45,2005-10-31,Minneapolis,Chicago,-4.8594704684317716
46,2005-10-31,Las Vegas,Los Angeles,4.139482564679415
47,2005-10-31,San Francisco,Los Angeles,-0.18592964824120603
48,2005-10-31,Chicago,Minneapolis,-2.9361256544502616
49,2005-10-31,Los Angeles,San Francisco,-1.532490974729242
50,2005-11-30,Minneapolis,Chicago,1.0275862068965518
51,2005-11-30,Las Vegas,Los Angeles,-0.8827014218009479
52,2005-11-30,San Francisco,Los Angeles,-2.1324626865671643
53,2005-11-30,Chicago,Minneapolis,-1.8758782201405153
54,2005-11-30,Los Angeles,San Francisco,-0.6098418277680141
55,2005-12-31,Minneapolis,Chicago,11.54350736278447
56,2005-12-31,Las Vegas,Los Angeles,1.787696019300362
57,2005-12-31,San Francisco,Los Angeles,17.268953068592058
58,2005-12-31,Chicago,Minneapolis,7.738666666666667
59,2005-12-31,Los Angeles,San Francisco,10.1008547008547
0,2006-01-31,Minneapolis,Chicago,-1.152542372881356
1,2006-01-31,Las Vegas,Los Angeles,0.30045351473922904
2,2006-01-31,San Francisco,Los Angeles,2.25044404973357
3,2006-01-31,Chicago,Minneapolis,-2.428901734104046
4,2006-01-31,Los Angeles,San Francisco,-3.3893653516295026
5,2006-02-28,Minneapolis,Chicago,-0.6678832116788321
6,2006-02-28,Las Vegas,Los Angeles,2.3952618453865338
7,2006-02-28,San Francisco,Los Angeles,3.178988326848249
8,2006-02-28,Chicago,Minneapolis,-2.0038022813688214
9,2006-02-28,Los Angeles,San Francisco,-1.8076190476190477
10,2006-03-31,Minneapolis,Chicago,4.256771397616468
11,2006-03-31,Las Vegas,Los Angeles,4.318706697459584
12,2006-03-31,San Francisco,Los Angeles,13.804878048780488
13,2006-03-31,Chicago,Minneapolis,4.394110985277464
14,2006-03-31,Los Angeles,San Francisco,5.720486111111111
15,2006-04-30,Minneapolis,Chicago,-0.5452631578947369
16,2006-04-30,Las Vegas,Los Angeles,5.631174533479693
17,2006-04-30,San Francisco,Los Angeles,6.337662337662338
18,2006-04-30,Chicago,Minneapolis,-0.20806100217864923
19,2006-04-30,Los Angeles,San Francisco,4.728904847396769
20,2006-05-31,Minneapolis,Chicago,1.9503239740820735
21,2006-05-31,Las Vegas,Los Angeles,2.9864016736401675
22,2006-05-31,San Francisco,Los Angeles,-1.1933797909407666
23,2006-05-31,Chicago,Minneapolis,1.6297093649085037
24,2006-05-31,Los Angeles,San Francisco,-1.0189982728842832
25,2006-06-30,Minneapolis,Chicago,2.064755838641189
26,2006-06-30,Las Vegas,Los Angeles,4.028921023359288
27,2006-06-30,San Francisco,Los Angeles,0.722027972027972
28,2006-06-30,Chicago,Minneapolis,-2.5728476821192054
29,2006-06-30,Los Angeles,San Francisco,0.09827586206896552
30,2006-07-31,Minneapolis,Chicago,1.6469366562824508
31,2006-07-31,Las Vegas,Los Angeles,6.160346695557963
32,2006-07-31,San Francisco,Los Angeles,-2.095029239766082
33,2006-07-31,Chicago,Minneapolis,-0.4039955604883463
34,2006-07-31,Los Angeles,San Francisco,0.27880512091038406
35,2006-08-31,Minneapolis,Chicago,2.522567703109328
36,2006-08-31,Las Vegas,Los Angeles,4.591594827586207
37,2006-08-31,San Francisco,Los Angeles,2.2590673575129534
38,2006-08-31,Chicago,Minneapolis,1.359275053304904
39,2006-08-31,Los Angeles,San Francisco,3.356679636835279
40,2006-09-30,Minneapolis,Chicago,1.4778378378378378
41,2006-09-30,Las Vegas,Los Angeles,2.5212187159956474
42,2006-09-30,San Francisco,Los Angeles,-1.5445544554455446
43,2006-09-30,Chicago,Minneapolis,5.242590559824369
44,2006-09-30,Los Angeles,San Francisco,2.2343096234309625
45,2006-10-31,Minneapolis,Chicago,2.2849686847599164
46,2006-10-31,Las Vegas,Los Angeles,3.7888531618435155
47,2006-10-31,San Francisco,Los Angeles,-0.5006622516556292
48,2006-10-31,Chicago,Minneapolis,4.44503735325507
49,2006-10-31,Los Angeles,San Francisco,3.6745718050065874
50,2006-11-30,Minneapolis,Chicago,-2.17678381256656
51,2006-11-30,Las Vegas,Los Angeles,0.8198689956331878
52,2006-11-30,San Francisco,Los Angeles,3.592991913746631
53,2006-11-30,Chicago,Minneapolis,3.407244785949506
54,2006-11-30,Los Angeles,San Francisco,2.1492734478203435
55,2006-12-31,Minneapolis,Chicago,4.958520179372197
56,2006-12-31,Las Vegas,Los Angeles,4.837113402061855
57,2006-12-31,San Francisco,Los Angeles,4.872258064516129
58,2006-12-31,Chicago,Minneapolis,9.810841983852365
59,2006-12-31,Los Angeles,San Francisco,2.3759590792838874
0,2007-01-31,Minneapolis,Chicago,-0.6559031281533805
1,2007-01-31,Las Vegas,Los Angeles,3.8964102564102565
2,2007-01-31,San Francisco,Los Angeles,-1.1857142857142857
3,2007-01-31,Chicago,Minneapolis,5.984293193717278
4,2007-01-31,Los Angeles,San Francisco,-1.89272030651341
5,2007-02-28,Minneapolis,Chicago,7.490542244640605
6,2007-02-28,Las Vegas,Los Angeles,5.861678004535148
7,2007-02-28,San Francisco,Los Angeles,8.263157894736842
8,2007-02-28,Chicago,Minneapolis,11.493638676844784
9,2007-02-28,Los Angeles,San Francisco,6.06824512534819
10,2007-03-31,Minneapolis,Chicago,5.519438444924406
11,2007-03-31,Las Vegas,Los Angeles,3.681443298969072
12,2007-03-31,San Francisco,Los Angeles,-3.213154689403167
13,2007-03-31,Chicago,Minneapolis,8.840677966101694
14,2007-03-31,Los Angeles,San Francisco,0.17681498829039813
15,2007-04-30,Minneapolis,Chicago,1.7736670293797605
16,2007-04-30,Las Vegas,Los Angeles,2.618899273104881
17,2007-04-30,San Francisco,Los Angeles,1.582312925170068
18,2007-04-30,Chicago,Minneapolis,6.972160356347438
19,2007-04-30,Los Angeles,San Francisco,-0.8306878306878307
20,2007-05-31,Minneapolis,Chicago,0.4557823129251701
21,2007-05-31,Las Vegas,Los Angeles,0.7721393034825871
22,2007-05-31,San Francisco,Los Angeles,1.5634920634920635
23,2007-05-31,Chicago,Minneapolis,1.4475308641975309
24,2007-05-31,Los Angeles,San Francisco,0.932
25,2007-06-30,Minneapolis,Chicago,6.450373532550694
26,2007-06-30,Las Vegas,Los Angeles,0.7044228694714132
27,2007-06-30,San Francisco,Los Angeles,6.588394062078272
28,2007-06-30,Chicago,Minneapolis,7.3329583802024745
29,2007-06-30,Los Angeles,San Francisco,6.403556771545827
30,2007-07-31,Minneapolis,Chicago,3.4919441460794842
31,2007-07-31,Las Vegas,Los Angeles,1.9116135662898253
32,2007-07-31,San Francisco,Los Angeles,10.662162162162161
33,2007-07-31,Chicago,Minneapolis,4.783599088838269
34,2007-07-31,Los Angeles,San Francisco,10.883443708609272
35,2007-08-31,Minneapolis,Chicago,16.526198439241917
36,2007-08-31,Las Vegas,Los Angeles,4.2571996027805366
37,2007-08-31,San Francisco,Los Angeles,7.817687074829932
38,2007-08-31,Chicago,Minneapolis,14.969590643274854
39,2007-08-31,Los Angeles,San Francisco,6.033898305084746
40,2007-09-30,Minneapolis,Chicago,8.463243873978996
41,2007-09-30,Las Vegas,Los Angeles,0.1092436974789916
42,2007-09-30,San Francisco,Los Angeles,3.1056241426611795
43,2007-09-30,Chicago,Minneapolis,8.60049019607843
44,2007-09-30,Los Angeles,San Francisco,4.456944444444445
45,2007-10-31,Minneapolis,Chicago,5.1570964247020585
46,2007-10-31,Las Vegas,Los Angeles,0.8256410256410256
47,2007-10-31,San Francisco,Los Angeles,9.823218997361478
48,2007-10-31,Chicago,Minneapolis,6.761795166858458
49,2007-10-31,Los Angeles,San Francisco,7.035433070866142
50,2007-11-30,Minneapolis,Chicago,-0.7119386637458927
51,2007-11-30,Las Vegas,Los Angeles,2.726890756302521
52,2007-11-30,San Francisco,Los Angeles,5.3165548098434
53,2007-11-30,Chicago,Minneapolis,-0.2917647058823529
54,2007-11-30,Los Angeles,San Francisco,5.97881828316611
55,2007-12-31,Minneapolis,Chicago,17.33915211970075
56,2007-12-31,Las Vegas,Los Angeles,6.314655172413793
57,2007-12-31,San Francisco,Los Angeles,16.17660292463442
58,2007-12-31,Chicago,Minneapolis,19.31143232588699
59,2007-12-31,Los Angeles,San Francisco,12.243820224719101
0,2008-01-31,Minneapolis,Chicago,7.277566539923955
1,2008-01-31,Las Vegas,Los Angeles,4.616304347826087
2,2008-01-31,San Francisco,Los Angeles,27.567342073897496
3,2008-01-31,Chicago,Minneapolis,14.365753424657534
4,2008-01-31,Los Angeles,San Francisco,20.36214953271028
5,2008-02-29,Minneapolis,Chicago,9.021739130434783
6,2008-02-29,Las Vegas,Los Angeles,3.6443037974683543
7,2008-02-29,San Francisco,Los Angeles,11.006242197253433
8,2008-02-29,Chicago,Minneapolis,14.385321100917432
9,2008-02-29,Los Angeles,San Francisco,7.896385542168675
10,2008-03-31,Minneapolis,Chicago,4.256997455470738
11,2008-03-31,Las Vegas,Los Angeles,1.5117719950433706
12,2008-03-31,San Francisco,Los Angeles,-1.007534983853606
13,2008-03-31,Chicago,Minneapolis,6.495212038303694
14,2008-03-31,Los Angeles,San Francisco,-0.762993762993763
15,2008-04-30,Minneapolis,Chicago,2.175417661097852
16,2008-04-30,Las Vegas,Los Angeles,-1.7544987146529563
17,2008-04-30,San Francisco,Los Angeles,-2.2564377682403434
18,2008-04-30,Chicago,Minneapolis,1.9372496662216288
19,2008-04-30,Los Angeles,San Francisco,-2.4905857740585775
20,2008-05-31,Minneapolis,Chicago,2.2448453608247423
21,2008-05-31,Las Vegas,Los Angeles,1.3865030674846626
22,2008-05-31,San Francisco,Los Angeles,4.11214953271028
23,2008-05-31,Chicago,Minneapolis,-0.18181818181818182
24,2008-05-31,Los Angeles,San Francisco,3.0224260958205913
25,2008-06-30,Minneapolis,Chicago,15.805232558139535
26,2008-06-30,Las Vegas,Los Angeles,-0.795
27,2008-06-30,San Francisco,Los Angeles,12.162162162162161
28,2008-06-30,Chicago,Minneapolis,14.366568914956012
29,2008-06-30,Los Angeles,San Francisco,9.208677685950413
30,2008-07-31,Minneapolis,Chicago,1.9123287671232876
31,2008-07-31,Las Vegas,Los Angeles,-1.0194174757281553
32,2008-07-31,San Francisco,Los Angeles,7.091282051282051
33,2008-07-31,Chicago,Minneapolis,3.203342618384401
34,2008-07-31,Los Angeles,San Francisco,5.218781218781219
35,2008-08-31,Minneapolis,Chicago,-3.6103151862464182
36,2008-08-31,Las Vegas,Los Angeles,-2.227722772277228
37,2008-08-31,San Francisco,Los Angeles,0.7918834547346514
38,2008-08-31,Chicago,Minneapolis,-5.416302765647743
39,2008-08-31,Los Angeles,San Francisco,2.6143724696356276
40,2008-09-30,Minneapolis,Chicago,-5.625766871165644
41,2008-09-30,Las Vegas,Los Angeles,-4.311827956989247
42,2008-09-30,San Francisco,Los Angeles,-4.950757575757576
43,2008-09-30,Chicago,Minneapolis,-3.6064
44,2008-09-30,Los Angeles,San Francisco,-5.242839352428393
45,2008-10-31,Minneapolis,Chicago,-7.692198581560284
46,2008-10-31,Las Vegas,Los Angeles,-6.690789473684211
47,2008-10-31,San Francisco,Los Angeles,-3.8891656288916563
48,2008-10-31,Chicago,Minneapolis,-6.8938953488372094
49,2008-10-31,Los Angeles,San Francisco,-6.3233173076923075
50,2008-11-30,Minneapolis,Chicago,-7.331460674157303
51,2008-11-30,Las Vegas,Los Angeles,-3.2256568778979906
52,2008-11-30,San Francisco,Los Angeles,-4.4242837653478855
53,2008-11-30,Chicago,Minneapolis,-6.521929824561403
54,2008-11-30,Los Angeles,San Francisco,-9.739185750636132
55,2008-12-31,Minneapolis,Chicago,11.381789137380192
56,2008-12-31,Las Vegas,Los Angeles,-0.7567164179104477
57,2008-12-31,San Francisco,Los Angeles,9.331612903225807
58,2008-12-31,Chicago,Minneapolis,9.113418530351439
59,2008-12-31,Los Angeles,San Francisco,-0.2747524752475248
