,date,dest_city,origin_city,ArrDelay
39,1997-08-31,Los Angeles,San Francisco,17.96153846153846
40,1997-09-30,Minneapolis,Chicago,6.8090909090909095
41,1997-09-30,Las Vegas,Los Angeles,3.690744920993228
42,1997-09-30,San Francisco,Los Angeles,2.076419213973799
43,1997-09-30,Chicago,Minneapolis,4.085311572700297
44,1997-09-30,Los Angeles,San Francisco,2.7258181818181817
45,1997-10-31,Minneapolis,Chicago,4.008029197080292
46,1997-10-31,Las Vegas,Los Angeles,7.4673514306676445
47,1997-10-31,San Francisco,Los Angeles,10.444204463642908
48,1997-10-31,Chicago,Minneapolis,2.1938483547925607
49,1997-10-31,Los Angeles,San Francisco,8.012893982808023
50,1997-11-30,Minneapolis,Chicago,3.1242937853107344
51,1997-11-30,Las Vegas,Los Angeles,9.724867724867725
52,1997-11-30,San Francisco,Los Angeles,19.57808857808858
53,1997-11-30,Chicago,Minneapolis,5.487510072522159
54,1997-11-30,Los Angeles,San Francisco,15.561051004636786
55,1997-12-31,Minneapolis,Chicago,5.370072405470635
56,1997-12-31,Las Vegas,Los Angeles,11.645502645502646
57,1997-12-31,San Francisco,Los Angeles,12.45610119047619
58,1997-12-31,Chicago,Minneapolis,6.88995983935743
59,1997-12-31,Los Angeles,San Francisco,10.682962962962963
0,1998-01-31,Minneapolis,Chicago,11.55482275350371
1,1998-01-31,Las Vegas,Los Angeles,10.645232815964523
2,1998-01-31,San Francisco,Los Angeles,33.719412724306686
3,1998-01-31,Chicago,Minneapolis,13.165841584158416
4,1998-01-31,Los Angeles,San Francisco,25.063386155129276
5,1998-02-28,Minneapolis,Chicago,2.3984641638225255
6,1998-02-28,Las Vegas,Los Angeles,18.960259529602595
7,1998-02-28,San Francisco,Los Angeles,37.406130268199234
8,1998-02-28,Chicago,Minneapolis,8.813993174061434
9,1998-02-28,Los Angeles,San Francisco,30.899803536345775
10,1998-03-31,Minneapolis,Chicago,9.5968992248062
11,1998-03-31,Las Vegas,Los Angeles,9.362056480811006
12,1998-03-31,San Francisco,Los Angeles,16.997670807453417
13,1998-03-31,Chicago,Minneapolis,14.418586789554531
14,1998-03-31,Los Angeles,San Francisco,18.240726124704025
15,1998-04-30,Minneapolis,Chicago,3.7783868441660142
16,1998-04-30,Las Vegas,Los Angeles,6.743193524650478
17,1998-04-30,San Francisco,Los Angeles,12.029968454258675
18,1998-04-30,Chicago,Minneapolis,8.062058130400628
19,1998-04-30,Los Angeles,San Francisco,11.919239904988123
20,1998-05-31,Minneapolis,Chicago,11.943910256410257
21,1998-05-31,Las Vegas,Los Angeles,6.530537159676233
22,1998-05-31,San Francisco,Los Angeles,21.774086378737543
23,1998-05-31,Chicago,Minneapolis,12.9704
24,1998-05-31,Los Angeles,San Francisco,20.06930693069307
25,1998-06-30,Minneapolis,Chicago,19.354559748427672
26,1998-06-30,Las Vegas,Los Angeles,8.075930144267273
27,1998-06-30,San Francisco,Los Angeles,19.29708904109589
28,1998-06-30,Chicago,Minneapolis,14.636148382004736
29,1998-06-30,Los Angeles,San Francisco,15.475744680851063
30,1998-07-31,Minneapolis,Chicago,5.708393632416787
31,1998-07-31,Las Vegas,Los Angeles,9.343261355174981
32,1998-07-31,San Francisco,Los Angeles,17.995860927152318
33,1998-07-31,Chicago,Minneapolis,5.00145878920496
34,1998-07-31,Los Angeles,San Francisco,13.118949958982773
35,1998-08-31,Minneapolis,Chicago,16.95601851851852
36,1998-08-31,Las Vegas,Los Angeles,12.584626755358462
37,1998-08-31,San Francisco,Los Angeles,12.571428571428571
38,1998-08-31,Chicago,Minneapolis,15.877329192546584
39,1998-08-31,Los Angeles,San Francisco,8.976303317535544
40,1998-09-30,Minneapolis,Chicago,9.05241935483871
41,1998-09-30,Las Vegas,Los Angeles,5.021548284118117
42,1998-09-30,San Francisco,Los Angeles,12.73972602739726
43,1998-09-30,Chicago,Minneapolis,7.594650205761317
44,1998-09-30,Los Angeles,San Francisco,10.064297800338409
45,1998-10-31,Minneapolis,Chicago,6.127286027798098
46,1998-10-31,Las Vegas,Los Angeles,8.45679012345679
47,1998-10-31,San Francisco,Los Angeles,10.029295328582739
48,1998-10-31,Chicago,Minneapolis,5.423330887747616
49,1998-10-31,Los Angeles,San Francisco,8.42080378250591
50,1998-11-30,Minneapolis,Chicago,1.175
51,1998-11-30,Las Vegas,Los Angeles,6.877994011976048
52,1998-11-30,San Francisco,Los Angeles,12.876687668766877
53,1998-11-30,Chicago,Minneapolis,-0.26509803921568625
54,1998-11-30,Los Angeles,San Francisco,9.344673231871083
55,1998-12-31,Minneapolis,Chicago,2.408112582781457
56,1998-12-31,Las Vegas,Los Angeles,14.411194029850746
57,1998-12-31,San Francisco,Los Angeles,8.786476868327401
58,1998-12-31,Chicago,Minneapolis,0.7557565789473685
59,1998-12-31,Los Angeles,San Francisco,10.555950266429841
0,1999-01-31,Minneapolis,Chicago,18.04871567759079
1,1999-01-31,Las Vegas,Los Angeles,6.472305389221557
2,1999-01-31,San Francisco,Los Angeles,12.684842883548983
3,1999-01-31,Chicago,Minneapolis,18.91423519009726
4,1999-01-31,Los Angeles,San Francisco,9.44218316373728
5,1999-02-28,Minneapolis,Chicago,2.893526405451448
6,1999-02-28,Las Vegas,Los Angeles,6.168088737201365
7,1999-02-28,San Francisco,Los Angeles,9.637264618434093
8,1999-02-28,Chicago,Minneapolis,5.0221653878942885
9,1999-02-28,Los Angeles,San Francisco,10.185884691848907
10,1999-03-31,Minneapolis,Chicago,3.1690031152647977
11,1999-03-31,Las Vegas,Los Angeles,5.419664268585132
12,1999-03-31,San Francisco,Los Angeles,13.544206008583691
13,1999-03-31,Chicago,Minneapolis,3.131680867544539
14,1999-03-31,Los Angeles,San Francisco,12.39502999143102
15,1999-04-30,Minneapolis,Chicago,8.83574879227053
16,1999-04-30,Las Vegas,Los Angeles,11.74751655629139
17,1999-04-30,San Francisco,Los Angeles,12.198001816530427
18,1999-04-30,Chicago,Minneapolis,12.187397708674304
19,1999-04-30,Los Angeles,San Francisco,7.5353260869565215
20,1999-05-31,Minneapolis,Chicago,9.72435395458105
21,1999-05-31,Las Vegas,Los Angeles,6.856447688564477
22,1999-05-31,San Francisco,Los Angeles,15.996485061511423
23,1999-05-31,Chicago,Minneapolis,14.085803432137286
24,1999-05-31,Los Angeles,San Francisco,8.019349164467897
25,1999-06-30,Minneapolis,Chicago,17.21770917952884
26,1999-06-30,Las Vegas,Los Angeles,9.59322033898305
27,1999-06-30,San Francisco,Los Angeles,10.023255813953488
28,1999-06-30,Chicago,Minneapolis,17.040617384240456
29,1999-06-30,Los Angeles,San Francisco,7.527849185946872
30,1999-07-31,Minneapolis,Chicago,14.629515757109916
31,1999-07-31,Las Vegas,Los Angeles,13.809563758389261
32,1999-07-31,San Francisco,Los Angeles,10.3268416596105
33,1999-07-31,Chicago,Minneapolis,14.837209302325581
34,1999-07-31,Los Angeles,San Francisco,8.457627118644067
35,1999-08-31,Minneapolis,Chicago,7.708888888888889
36,1999-08-31,Las Vegas,Los Angeles,14.236019736842104
37,1999-08-31,San Francisco,Los Angeles,27.36118363794604
38,1999-08-31,Chicago,Minneapolis,7.81790820165538
39,1999-08-31,Los Angeles,San Francisco,20.34057341442224
40,1999-09-30,Minneapolis,Chicago,1.3209408194233687
41,1999-09-30,Las Vegas,Los Angeles,17.07744874715262
42,1999-09-30,San Francisco,Los Angeles,19.599253731343282
43,1999-09-30,Chicago,Minneapolis,2.7229371688115065
44,1999-09-30,Los Angeles,San Francisco,20.373880597014924
45,1999-10-31,Minneapolis,Chicago,4.817715959004392
46,1999-10-31,Las Vegas,Los Angeles,13.452732644017726
47,1999-10-31,San Francisco,Los Angeles,5.529537366548043
48,1999-10-31,Chicago,Minneapolis,2.7317425885755604
49,1999-10-31,Los Angeles,San Francisco,6.610518834399431
50,1999-11-30,Minneapolis,Chicago,1.8950617283950617
51,1999-11-30,Las Vegas,Los Angeles,12.913238593866867
52,1999-11-30,San Francisco,Los Angeles,20.66220472440945
53,1999-11-30,Chicago,Minneapolis,1.3412942989214176
54,1999-11-30,Los Angeles,San Francisco,20.06015625
55,1999-12-31,Minneapolis,Chicago,8.228421970357454
56,1999-12-31,Las Vegas,Los Angeles,10.010144927536231
57,1999-12-31,San Francisco,Los Angeles,1.4728958630527818
58,1999-12-31,Chicago,Minneapolis,12.038128249566725
59,1999-12-31,Los Angeles,San Francisco,0.8926031294452347
0,2000-01-31,Minneapolis,Chicago,8.787375415282392
1,2000-01-31,Las Vegas,Los Angeles,9.849545136459062
2,2000-01-31,San Francisco,Los Angeles,15.232945091514143
3,2000-01-31,Chicago,Minneapolis,7.945968412302577
4,2000-01-31,Los Angeles,San Francisco,10.048333333333334
5,2000-02-29,Minneapolis,Chicago,8.646499567847883
6,2000-02-29,Las Vegas,Los Angeles,18.773303504847128
7,2000-02-29,San Francisco,Los Angeles,32.94681861348528
8,2000-02-29,Chicago,Minneapolis,10.181659388646288
9,2000-02-29,Los Angeles,San Francisco,28.652924256951103
10,2000-03-31,Minneapolis,Chicago,3.887218045112782
11,2000-03-31,Las Vegas,Los Angeles,15.569958847736626
12,2000-03-31,San Francisco,Los Angeles,14.356923076923078
13,2000-03-31,Chicago,Minneapolis,6.671957671957672
14,2000-03-31,Los Angeles,San Francisco,12.80390625
15,2000-04-30,Minneapolis,Chicago,8.78484107579462
16,2000-04-30,Las Vegas,Los Angeles,13.37410071942446
17,2000-04-30,San Francisco,Los Angeles,19.561867704280157
18,2000-04-30,Chicago,Minneapolis,10.963904840032814
19,2000-04-30,Los Angeles,San Francisco,18.034241245136187
20,2000-05-31,Minneapolis,Chicago,13.866666666666667
21,2000-05-31,Las Vegas,Los Angeles,11.708677685950413
22,2000-05-31,San Francisco,Los Angeles,22.397169025811824
23,2000-05-31,Chicago,Minneapolis,12.988142292490119
24,2000-05-31,Los Angeles,San Francisco,21.007512520868115
25,2000-06-30,Minneapolis,Chicago,17.987117552334944
26,2000-06-30,Las Vegas,Los Angeles,13.278335724533717
27,2000-06-30,San Francisco,Los Angeles,21.25101543460601
28,2000-06-30,Chicago,Minneapolis,19.27185244587009
29,2000-06-30,Los Angeles,San Francisco,20.294975688816855
30,2000-07-31,Minneapolis,Chicago,13.844690966719494
31,2000-07-31,Las Vegas,Los Angeles,11.501665556295803
32,2000-07-31,San Francisco,Los Angeles,32.59310344827586
33,2000-07-31,Chicago,Minneapolis,17.930732484076433
34,2000-07-31,Los Angeles,San Francisco,27.28867761452031
35,2000-08-31,Minneapolis,Chicago,13.536604361370717
36,2000-08-31,Las Vegas,Los Angeles,14.954278249510125
37,2000-08-31,San Francisco,Los Angeles,22.31625441696113
38,2000-08-31,Chicago,Minneapolis,12.811232449297972
39,2000-08-31,Los Angeles,San Francisco,21.307894736842105
40,2000-09-30,Minneapolis,Chicago,6.12056151940545
41,2000-09-30,Las Vegas,Los Angeles,8.556087551299589
42,2000-09-30,San Francisco,Los Angeles,15.897240723120838
43,2000-09-30,Chicago,Minneapolis,6.778886118038238
44,2000-09-30,Los Angeles,San Francisco,16.03770028275212
45,2000-10-31,Minneapolis,Chicago,1.4946153846153847
46,2000-10-31,Las Vegas,Los Angeles,22.482522275531185
47,2000-10-31,San Francisco,Los Angeles,34.774253731343286
48,2000-10-31,Chicago,Minneapolis,3.7354294478527605
49,2000-10-31,Los Angeles,San Francisco,36.05882352941177
50,2000-11-30,Minneapolis,Chicago,8.969243557772236
51,2000-11-30,Las Vegas,Los Angeles,12.700282087447109
52,2000-11-30,San Francisco,Los Angeles,20.02358490566038
53,2000-11-30,Chicago,Minneapolis,13.438174273858921
54,2000-11-30,Los Angeles,San Francisco,20.886064030131827
55,2000-12-31,Minneapolis,Chicago,26.567901234567902
56,2000-12-31,Las Vegas,Los Angeles,15.89302967563837
57,2000-12-31,San Francisco,Los Angeles,12.803883495145632
58,2000-12-31,Chicago,Minneapolis,27.60621761658031
59,2000-12-31,Los Angeles,San Francisco,16.431486880466473
0,2001-01-31,Minneapolis,Chicago,-1.2967121090617482
1,2001-01-31,Las Vegas,Los Angeles,13.227926078028748
2,2001-01-31,San Francisco,Los Angeles,10.880188679245283
3,2001-01-31,Chicago,Minneapolis,2.03511572226656
4,2001-01-31,Los Angeles,San Francisco,10.043151969981238
5,2001-02-28,Minneapolis,Chicago,7.139745916515427
6,2001-02-28,Las Vegas,Los Angeles,13.457639939485627
7,2001-02-28,San Francisco,Los Angeles,16.7482088024565
8,2001-02-28,Chicago,Minneapolis,8.360655737704919
9,2001-02-28,Los Angeles,San Francisco,18.079959514170042
10,2001-03-31,Minneapolis,Chicago,1.285496183206107
11,2001-03-31,Las Vegas,Los Angeles,10.51764705882353
12,2001-03-31,San Francisco,Los Angeles,10.034894398530762
13,2001-03-31,Chicago,Minneapolis,5.4375
14,2001-03-31,Los Angeles,San Francisco,14.469462169553328
15,2001-04-30,Minneapolis,Chicago,12.345679012345679
16,2001-04-30,Las Vegas,Los Angeles,7.937042459736457
17,2001-04-30,San Francisco,Los Angeles,20.41921858500528
18,2001-04-30,Chicago,Minneapolis,12.455437448896157
19,2001-04-30,Los Angeles,San Francisco,14.984243697478991
20,2001-05-31,Minneapolis,Chicago,5.5808118081180815
21,2001-05-31,Las Vegas,Los Angeles,7.173381294964029
22,2001-05-31,San Francisco,Los Angeles,2.5675675675675675
23,2001-05-31,Chicago,Minneapolis,6.733185513673319
24,2001-05-31,Los Angeles,San Francisco,7.262200956937799
25,2001-06-30,Minneapolis,Chicago,8.844015444015444
26,2001-06-30,Las Vegas,Los Angeles,5.515173945225759
27,2001-06-30,San Francisco,Los Angeles,0.05511111111111111
28,2001-06-30,Chicago,Minneapolis,11.051817478731632
29,2001-06-30,Los Angeles,San Francisco,2.9493783303730017
30,2001-07-31,Minneapolis,Chicago,7.6761074800290485
31,2001-07-31,Las Vegas,Los Angeles,7.181818181818182
32,2001-07-31,San Francisco,Los Angeles,10.846345514950166
33,2001-07-31,Chicago,Minneapolis,9.414473684210526
34,2001-07-31,Los Angeles,San Francisco,10.398848684210526
35,2001-08-31,Minneapolis,Chicago,7.736804049168474
36,2001-08-31,Las Vegas,Los Angeles,8.365260900643317
37,2001-08-31,San Francisco,Los Angeles,4.238437001594896
38,2001-08-31,Chicago,Minneapolis,11.923872875092387
39,2001-08-31,Los Angeles,San Francisco,4.1559268098647575
40,2001-09-30,Minneapolis,Chicago,4.838012958963283
41,2001-09-30,Las Vegas,Los Angeles,0.5945701357466063
42,2001-09-30,San Francisco,Los Angeles,-2.033775633293124
43,2001-09-30,Chicago,Minneapolis,9.304721030042918
44,2001-09-30,Los Angeles,San Francisco,0.2695547533092659
